index,id,name,x,y,h,D
0,0,T0,362544.21571246185,5992568.15035683,150.0,240.0
1,1,T1,362527.0060564796,5994610.135223172,150.0,240.0
2,2,T2,363247.0060564796,5993650.135223172,150.0,240.0
3,3,T3,364447.0060564796,5993410.135223172,150.0,240.0
4,4,T4,362527.0060564796,5995810.135223172,150.0,240.0
5,5,T5,361824.21571246185,5993528.15035683,150.0,240.0
6,6,T6,360144.21571246185,5993288.15035683,150.0,240.0
7,7,T7,363487.0060564796,5995090.135223172,150.0,240.0
8,8,T8,358464.21571246185,5994968.15035683,150.0,240.0
9,9,T9,363504.21571246185,5988968.15035683,150.0,240.0
10,10,T10,364447.0060564796,5995810.135223172,150.0,240.0
11,11,T11,364464.21571246185,5989688.15035683,150.0,240.0
12,12,T12,359184.21571246185,5995928.15035683,150.0,240.0
13,13,T13,361104.21571246185,5992568.15035683,150.0,240.0
14,14,T14,363264.21571246185,5991848.15035683,150.0,240.0
15,15,T15,360864.21571246185,5994248.15035683,150.0,240.0
16,16,T16,357744.21571246185,5995928.15035683,150.0,240.0
17,17,T17,363024.21571246185,5990888.15035683,150.0,240.0
18,18,T18,361327.0060564796,5995810.135223172,150.0,240.0
19,19,T19,364224.21571246185,5988248.15035683,150.0,240.0
20,20,T20,359424.21571246185,5994248.15035683,150.0,240.0
21,21,T21,364447.0060564796,5994610.135223172,150.0,240.0
22,22,T22,362304.21571246185,5991608.15035683,150.0,240.0
23,23,T23,363264.21571246185,5989928.15035683,150.0,240.0
24,24,T24,364224.21571246185,5990888.15035683,150.0,240.0
25,25,T25,364447.0060564796,5992210.135223172,150.0,240.0
26,26,T26,361344.21571246185,5991608.15035683,150.0,240.0
27,27,T27,360144.21571246185,5995208.15035683,150.0,240.0
28,28,T28,362064.21571246185,5990648.15035683,150.0,240.0
