,x,y
0,243745.14,6083064.12
1,245191.67,6057843.65
2,244022.48,6058806.03
3,244854.52,6082035.75
4,242853.30,6059768.42
5,243635.20,6081140.59
6,246024.59,6059107.92
7,245963.89,6081007.38
8,244855.41,6060070.30
9,242499.11,6061239.03
10,244744.58,6080112.22
11,246857.52,6060372.18
12,247073.26,6079979.00
13,243525.29,6079217.04
14,244009.26,6061325.96
15,245688.34,6061334.56
16,242585.23,6062749.23
17,245853.95,6079083.85
18,247690.45,6061636.44
19,248182.64,6078950.63
20,243439.01,6077706.85
21,254970.05,6072685.86
22,244095.39,6062836.16
23,249292.01,6077922.26
24,244943.04,6077876.22
25,246521.26,6062598.82
26,246963.32,6078055.48
27,248523.37,6062900.71
28,242671.37,6064259.43
29,253847.35,6073699.53
30,250401.38,6076893.89
31,252737.98,6074727.90
32,254137.13,6071421.60
33,251510.76,6075865.51
34,245395.56,6063609.18
35,243352.74,6076196.66
36,248072.70,6077027.10
37,249356.30,6064164.97
38,244166.20,6064490.79
39,246052.41,6076847.85
40,247354.19,6063863.09
41,242757.52,6065769.62
42,253014.43,6072435.26
43,253304.20,6070157.33
44,244843.61,6075938.53
45,249182.07,6075998.73
46,243266.49,6074686.46
47,250189.22,6065429.23
48,251267.69,6074372.41
49,246228.48,6064873.44
50,252471.28,6068893.07
51,247161.78,6075819.48
52,251022.15,6066693.50
53,248187.11,6065127.35
54,242843.68,6067279.82
55,244252.35,6066000.99
56,252181.50,6071171.00
57,251570.21,6072888.86
58,249773.03,6074604.98
59,243180.25,6073176.27
60,244757.35,6074428.34
61,248271.16,6074791.11
62,251124.45,6068202.90
63,242929.86,6068790.01
64,249020.04,6066391.61
65,246260.33,6074604.84
66,245735.86,6066303.69
67,243094.03,6071666.08
68,251348.57,6069906.74
69,247249.72,6066315.34
70,250075.55,6073121.42
71,244338.52,6067511.18
72,250737.28,6071624.59
73,243473.86,6070201.89
74,249678.80,6067753.30
75,244671.12,6072918.14
76,248574.02,6073307.63
77,249993.60,6069233.78
78,244424.70,6069021.38
79,247060.24,6073320.79
80,248082.65,6067579.60
81,245822.03,6067813.89
82,244584.89,6071407.95
83,249242.63,6071857.16
84,246016.64,6072225.21
85,248493.79,6069035.95
86,245430.09,6070151.58
87,247733.54,6071965.98
88,247006.08,6068756.60
89,248481.62,6070549.78
90,246812.98,6070765.52
