index,id,name,x,y,h,D
0,0,T0,216843.09014545416,6142747.427142131,150.0,290.0
1,1,T1,223078.09014545416,6136657.427142131,150.0,290.0
2,2,T2,215538.09014545416,6143182.427142131,150.0,290.0
3,3,T3,216118.09014545416,6133032.427142131,150.0,290.0
4,4,T4,221773.09014545416,6132162.427142131,150.0,290.0
5,5,T5,212203.09014545416,6139992.427142131,150.0,290.0
6,6,T6,213798.09014545416,6137672.427142131,150.0,290.0
7,7,T7,213508.09014545416,6134772.427142131,150.0,290.0
8,8,T8,215828.09014545416,6137527.427142131,150.0,290.0
9,9,T9,223658.09014545416,6145502.427142131,150.0,290.0
10,10,T10,211043.09014545416,6137962.427142131,150.0,290.0
11,11,T11,217423.09014545416,6132597.427142131,150.0,290.0
12,12,T12,221773.09014545416,6133902.427142131,150.0,290.0
13,13,T13,217278.09014545416,6144052.427142131,150.0,290.0
14,14,T14,219163.09014545416,6134627.427142131,150.0,290.0
15,15,T15,214958.09014545416,6135352.427142131,150.0,290.0
16,16,T16,214958.09014545416,6140282.427142131,150.0,290.0
17,17,T17,223368.09014545416,6140717.427142131,150.0,290.0
18,18,T18,221193.09014545416,6129552.427142131,150.0,290.0
19,19,T19,223078.09014545416,6138252.427142131,150.0,290.0
20,20,T20,211913.09014545416,6135932.427142131,150.0,290.0
21,21,T21,222063.09014545416,6147967.427142131,150.0,290.0
22,22,T22,222643.09014545416,6130422.427142131,150.0,290.0
23,23,T23,220323.09014545416,6141007.427142131,150.0,290.0
24,24,T24,222063.09014545416,6135642.427142131,150.0,290.0
25,25,T25,219598.09014545416,6145212.427142131,150.0,290.0
26,26,T26,209448.09014545416,6138542.427142131,150.0,290.0
27,27,T27,209883.09014545416,6137237.427142131,150.0,290.0
28,28,T28,221338.09014545416,6130857.427142131,150.0,290.0
29,29,T29,213653.09014545416,6139992.427142131,150.0,290.0
30,30,T30,218293.09014545416,6142747.427142131,150.0,290.0
31,31,T31,218873.09014545416,6141152.427142131,150.0,290.0
32,32,T32,214668.09014545416,6134047.427142131,150.0,290.0
33,33,T33,221193.09014545416,6138542.427142131,150.0,290.0
34,34,T34,219888.09014545416,6138832.427142131,150.0,290.0
35,35,T35,222208.09014545416,6142457.427142131,150.0,290.0
36,36,T36,214668.09014545416,6136657.427142131,150.0,290.0
37,37,T37,215973.09014545416,6139267.427142131,150.0,290.0
38,38,T38,220903.09014545416,6142312.427142131,150.0,290.0
39,39,T39,219308.09014545416,6132452.427142131,150.0,290.0
40,40,T40,223803.09014545416,6147097.427142131,150.0,290.0
41,41,T41,221193.09014545416,6139847.427142131,150.0,290.0
42,42,T42,218293.09014545416,6131437.427142131,150.0,290.0
43,43,T43,212928.09014545416,6138832.427142131,150.0,290.0
44,44,T44,217133.09014545416,6137092.427142131,150.0,290.0
45,45,T45,221773.09014545416,6141152.427142131,150.0,290.0
46,46,T46,222643.09014545416,6139557.427142131,150.0,290.0
47,47,T47,213218.09014545416,6136367.427142131,150.0,290.0
48,48,T48,220033.09014545416,6146372.427142131,150.0,290.0
49,49,T49,218003.09014545416,6135787.427142131,150.0,290.0
50,50,T50,221048.09014545416,6147097.427142131,150.0,290.0
51,51,T51,217568.09014545416,6141587.427142131,150.0,290.0
52,52,T52,223368.09014545416,6148402.427142131,150.0,290.0
53,53,T53,221193.09014545416,6145792.427142131,150.0,290.0
54,54,T54,222353.09014545416,6128827.427142131,150.0,290.0
55,55,T55,220758.09014545416,6135352.427142131,150.0,290.0
56,56,T56,221918.09014545416,6137382.427142131,150.0,290.0
57,57,T57,223223.09014545416,6143907.427142131,150.0,290.0
58,58,T58,210898.09014545416,6139557.427142131,150.0,290.0
59,59,T59,218293.09014545416,6145212.427142131,150.0,290.0
60,60,T60,219598.09014545416,6142167.427142131,150.0,290.0
61,61,T61,217278.09014545416,6138832.427142131,150.0,290.0
62,62,T62,214088.09014545416,6142022.427142131,150.0,290.0
63,63,T63,219743.09014545416,6137527.427142131,150.0,290.0
64,64,T64,219308.09014545416,6136222.427142131,150.0,290.0
65,65,T65,217278.09014545416,6134192.427142131,150.0,290.0
66,66,T66,215973.09014545416,6134482.427142131,150.0,290.0
67,67,T67,222933.09014545416,6134627.427142131,150.0,290.0
68,68,T68,222498.09014545416,6146662.427142131,150.0,290.0
69,69,T69,212348.09014545416,6137527.427142131,150.0,290.0
70,70,T70,218438.09014545416,6137962.427142131,150.0,290.0
71,71,T71,223513.09014545416,6142602.427142131,150.0,290.0
