index,id,name,x,y,h,D
72,72,T72,220758.09014545416,6133032.427142131,150.0,290.0
73,73,T73,218438.09014545416,6133467.427142131,150.0,290.0
74,74,T74,214668.09014545416,6138832.427142131,150.0,290.0
75,75,T75,212928.09014545416,6141152.427142131,150.0,290.0
76,76,T76,220758.09014545416,6136657.427142131,150.0,290.0
77,77,T77,222353.09014545416,6145067.427142131,150.0,290.0
78,78,T78,220468.09014545416,6134192.427142131,150.0,290.0
79,79,T79,217713.09014545416,6140137.427142131,150.0,290.0
80,80,T80,220613.09014545416,6144487.427142131,150.0,290.0
81,81,T81,215393.09014545416,6141587.427142131,150.0,290.0
82,82,T82,216408.09014545416,6140572.427142131,150.0,290.0
83,83,T83,222788.09014545416,6133032.427142131,150.0,290.0
84,84,T84,221773.09014545416,6143762.427142131,150.0,290.0
85,85,T85,220468.09014545416,6131872.427142131,150.0,290.0
86,86,T86,220033.09014545416,6143327.427142131,150.0,290.0
87,87,T87,219453.09014545416,6130712.427142131,150.0,290.0
88,88,T88,216408.09014545416,6135787.427142131,150.0,290.0
89,89,T89,218873.09014545416,6144052.427142131,150.0,290.0
90,90,T90,219018.09014545416,6139847.427142131,150.0,290.0
