,x,y
0,325054.5090160954,6080522.142723653
1,326335.8192282343,6079452.8647274515
2,325105.2975570458,6078327.550211595
3,334524.29788409144,6055535.416504686
4,327617.1721173301,6078383.633818015
5,335690.70425849076,6056728.6946862135
6,325143.88981737103,6076659.9637058955
7,333113.9079231057,6056425.78256781
8,326788.63286313065,6076936.186293877
9,328898.52500642586,6077314.402908579
10,336027.65019310714,6058363.281477259
11,334280.3142975053,6057619.060749338
12,331703.5179621199,6057316.148630934
13,325182.48207769624,6074992.377200196
14,328069.9857522267,6075866.955384441
15,330179.87789552164,6076245.171999143
16,336364.5961277235,6059997.868268304
17,330293.1280011342,6058206.514694058
18,332869.9243365193,6058509.426812462
19,334617.2602321215,6059253.647540383
20,326832.19528875157,6074749.660745002
21,325221.07433802146,6073324.790694496
22,328886.8999381665,6059103.82446453
23,331461.2307846174,6075175.941089707
24,325501.9303084081,6061267.907182401
25,336701.5420623399,6061632.455059349
26,327481.41788808454,6060002.378882307
27,329351.3386413227,6074797.724475005
28,331459.5343755338,6059399.792875586
29,338311.83686573873,6069481.65978649
30,334954.2061667379,6060888.234331428
31,333206.87027113535,6060144.013603507
32,325259.66659834667,6071657.204188796
33,326870.78754907683,6073082.074239302
34,332742.5836737132,6074106.710180271
35,337037.87360176875,6063267.195748377
36,337976.65640706866,6067846.630766742
37,337019.26587967196,6070538.012717332
38,325462.97463144164,6062935.475834586
39,330053.3063125662,6060297.1026460575
40,337373.0540604389,6064902.2247681245
41,328516.1269942135,6073354.276229269
42,327129.41787187156,6061633.194822214
43,334023.936562809,6073037.479270835
44,330632.6915304186,6073728.493565569
45,335737.91299057624,6071607.243626768
46,325298.25885867194,6069989.617683096
47,335291.15210135427,6062522.821122473
48,328776.25326590624,6061371.077700544
49,331796.4803101498,6061034.379666631
50,325424.0189544752,6064603.04448677
51,336966.9258202649,6066519.482293751
52,336684.08542100183,6068902.983697584
53,333543.8162057517,6061778.600394552
54,326909.37980940205,6071414.4877336025
55,325337.1402539728,6068322.045381687
56,325385.0632775087,6066270.613138955
57,331914.0444195144,6072659.262656133
58,335790.92219449044,6064374.382843912
59,327090.4621949051,6063300.763474398
60,329797.4798833094,6072285.045319833
61,335402.73253190605,6069972.21460702
62,334087.2239089022,6071371.105956905
63,330390.2522471822,6061931.6894371025
64,326947.9720697273,6069746.901227903
65,335674.35483419814,6067575.835224593
66,333880.76214036805,6063413.187185597
67,328558.66438234586,6071168.881634981
68,328737.29758893984,6063038.646352729
69,332133.42624476604,6062668.966457676
70,335268.59090060304,6065958.486444918
71,327051.50651793863,6064968.332126583
72,326676.39455829165,6067328.637618871
73,332444.9515235944,6071078.227529077
74,333752.04345023195,6069736.076937157
75,330782.28859641415,6070939.413525599
76,330308.4572524146,6063597.153528558
77,333850.37522721227,6065081.176794154
78,328597.2566426712,6069501.2951292815
79,328698.3419119734,6064706.2150049135
80,334091.68175131484,6068102.164548804
81,332365.70747921034,6064320.227587506
82,328012.80736617785,6066331.398541636
83,332109.7710649242,6069443.198509329
84,333276.36749094084,6066646.790268418
85,330259.5740088131,6069355.447069275
86,328726.98833881866,6067838.186016954
87,330269.5015754479,6065264.722180743
88,332049.9689669197,6067776.653976139
89,330124.9615179992,6066927.10380493
90,331683.39747987065,6066149.238930622
