,x,y
0,279796.29,6137447.47
1,299407.54,6138696.49
2,280747.51,6138585.34
3,293394.60,6129556.00
4,281078.29,6136703.85
5,298592.39,6137457.35
6,286904.06,6145949.32
7,298125.51,6139440.08
8,281698.75,6139723.21
9,294209.75,6130795.14
10,297777.24,6136218.21
11,285952.71,6144811.56
12,292114.29,6130302.45
13,282029.52,6137841.72
14,295024.90,6132034.27
15,282649.99,6140861.07
16,282360.30,6135960.22
17,296962.09,6134979.07
18,285001.41,6143673.74
19,295840.05,6133273.41
20,288186.06,6145205.67
21,297310.36,6138200.94
22,283601.24,6141998.92
23,296843.52,6140183.73
24,292929.44,6131541.59
25,282980.76,6138979.59
26,290832.28,6131046.07
27,287234.70,6144067.91
28,283642.31,6135216.60
29,296495.21,6136961.81
30,289468.05,6144462.02
31,283311.53,6137098.09
32,295561.52,6140927.38
33,295502.89,6134716.65
34,285070.52,6142193.44
35,293744.58,6132780.73
36,284110.46,6140607.21
37,296028.37,6138944.59
38,289550.27,6131789.70
39,286404.75,6142838.45
40,284924.32,6134472.97
41,290750.04,6143718.38
42,294279.53,6141671.02
43,291647.43,6132285.21
44,295238.73,6136175.60
45,288516.70,6143324.26
46,294107.57,6134217.50
47,284262.76,6138235.96
48,292032.04,6142974.73
49,288268.27,6132533.32
50,286206.32,6133729.35
51,284593.54,6136354.47
52,295213.22,6137705.45
53,294746.37,6139688.24
54,285579.74,6140801.72
55,292462.58,6133524.35
56,292797.54,6141705.83
57,290365.42,6133028.84
58,285226.49,6139362.51
59,287686.75,6142094.80
60,289798.69,6142580.61
61,293843.41,6135676.44
62,285875.54,6135610.84
63,287679.97,6133894.39
64,293426.73,6140364.12
65,285544.77,6137492.34
66,291080.69,6141836.97
67,293931.22,6138449.10
68,289163.59,6133896.04
69,287060.97,6140751.46
70,292521.60,6135005.15
71,291180.57,6134267.97
72,293363.09,6137078.50
73,288968.74,6141351.15
74,287332.77,6135335.11
75,286707.72,6139312.25
76,291949.22,6140489.99
77,286826.78,6136748.71
78,292611.59,6139124.98
79,290250.74,6140607.50
80,289978.74,6135135.18
81,292041.29,6136407.21
82,288342.97,6140007.82
83,287509.51,6138065.11
84,288706.39,6135894.92
85,291818.93,6137872.36
86,291134.07,6139250.86
87,290562.07,6136498.59
88,289624.96,6139264.17
89,290339.78,6137964.90
90,288821.46,6137372.97
