,x,y
0,265920.83,6090628.22
1,265511.78,6092059.73
2,264437.34,6090499.85
3,264265.62,6092874.99
4,263460.53,6091622.74
5,244033.91,6088114.47
6,262767.26,6090304.60
7,263019.47,6093690.27
8,244118.88,6089600.08
9,244556.86,6097242.42
10,262214.38,6092438.02
11,244203.87,6091085.70
12,245512.55,6088287.30
13,244471.18,6095756.84
14,261288.63,6090131.72
15,244288.87,6092571.31
16,261773.33,6094505.56
17,244386.15,6094271.23
18,245597.52,6089772.92
19,245995.81,6097621.78
20,260990.07,6091590.91
21,260968.23,6093253.30
22,246991.18,6088460.18
23,245533.81,6091754.01
24,260527.19,6095320.86
25,245910.12,6096136.20
26,259809.99,6089958.85
27,245556.30,6093351.09
28,247430.57,6098017.83
29,246224.65,6094681.02
30,247076.15,6089945.79
31,259281.06,6096136.17
32,259743.93,6092406.19
33,259722.10,6094068.60
34,248469.81,6088633.05
35,248865.33,6098413.87
36,247344.89,6096532.25
37,258331.36,6089785.98
38,246986.92,6091431.20
39,253785.57,6099772.06
40,258930.34,6091159.03
41,246982.47,6092920.77
42,258035.96,6096953.20
43,250300.09,6098809.92
44,252350.82,6099376.00
45,255026.93,6098948.78
46,256794.59,6097776.46
47,247659.41,6095077.06
48,248554.79,6090118.66
49,258475.96,6094883.91
50,249948.45,6088805.92
51,248779.65,6096928.29
52,258497.79,6093221.49
53,256852.73,6089613.11
54,257451.71,6090986.16
55,248273.10,6092179.69
56,253412.42,6098331.56
57,251603.03,6098089.39
58,248245.34,6093708.16
59,250214.41,6097324.34
60,251427.08,6088978.79
61,257230.86,6095700.94
62,255374.09,6089440.24
63,255332.60,6097491.38
64,249094.17,6095473.11
65,250033.42,6090291.53
66,252905.72,6089151.66
67,257221.62,6092456.30
68,257251.66,6094036.80
69,255973.08,6090813.29
70,255790.56,6096074.86
71,249696.55,6091741.12
72,252664.63,6097044.96
73,250528.93,6095869.16
74,254045.01,6090110.37
75,249680.10,6094104.20
76,251512.06,6090464.40
77,254100.77,6096654.41
78,255868.83,6094588.91
79,255742.98,6092283.43
80,250593.10,6092928.76
81,252009.43,6095708.81
82,252884.31,6091043.25
83,254452.39,6091542.30
84,254524.37,6095226.55
85,251114.87,6094500.25
86,251818.16,6092082.67
87,254868.44,6093487.39
88,253124.16,6094723.00
89,252228.96,6093513.74
90,253404.27,6092600.56
