Time [UTC],u100,v100,u10,v10
1990-01-03 10:00:00,-5.165,7.836,-4.748,7.142
1990-01-03 11:00:00,-5.017,8.189,-4.622,7.457
1990-01-03 12:00:00,-4.885,8.358,-4.487,7.581
1990-01-03 13:00:00,-4.821,8.291,-4.449,7.539
1990-01-03 14:00:00,-5.154,8.256,-4.751,7.491
1990-01-03 15:00:00,-5.506,8.421,-5.053,7.619
1990-01-03 16:00:00,-5.329,8.534,-4.874,7.7
1990-01-03 17:00:00,-5.421,8.676,-4.949,7.811
1990-01-03 18:00:00,-6.177,8.995,-5.602,8.044
1990-01-03 19:00:00,-6.82,9.514,-6.118,8.432
1990-01-03 20:00:00,-6.694,9.785,-5.949,8.596
1990-01-03 21:00:00,-6.277,9.874,-5.586,8.686
1990-01-03 22:00:00,-6.223,9.412,-5.586,8.368
1990-01-03 23:00:00,-5.776,9.499,-5.223,8.492
1990-01-04 00:00:00,-5.775,9.852,-5.216,8.804
1990-01-04 01:00:00,-5.714,10.494,-5.139,9.334
1990-01-04 02:00:00,-4.86,10.746,-4.356,9.522
1990-01-04 03:00:00,-3.626,10.847,-3.287,9.642
1990-01-04 04:00:00,-2.562,10.946,-2.363,9.762
1990-01-04 05:00:00,-1.785,11.114,-1.69,9.938
1990-01-04 06:00:00,-1.326,11.376,-1.277,10.15
1990-01-04 07:00:00,-0.729,11.496,-0.738,10.233
1990-01-04 08:00:00,1.542,10.835,1.272,9.673
1990-01-04 09:00:00,4.298,9.036,3.711,8.163
1990-01-04 10:00:00,4.237,6.29,3.688,5.846
1990-01-04 11:00:00,4.144,5.571,3.605,5.237
1990-01-04 12:00:00,4.531,5.62,3.956,5.27
1990-01-04 13:00:00,5.922,5.123,5.257,4.742
1990-01-04 14:00:00,7.768,3.619,6.931,3.321
1990-01-04 15:00:00,8.422,2.044,7.511,1.873
1990-01-04 16:00:00,8.821,0.489,7.851,0.478
1990-01-04 17:00:00,8.719,-0.952,7.708,-0.776
1990-01-04 18:00:00,8.59,-1.382,7.555,-1.148
1990-01-04 19:00:00,9.033,-1.16,7.856,-0.932
1990-01-04 20:00:00,9.67,-0.149,8.274,-0.068
1990-01-04 21:00:00,10.37,0.53,8.764,0.508
1990-01-04 22:00:00,10.882,-0.684,8.964,-0.459
1990-01-04 23:00:00,10.724,-0.514,8.782,-0.295
1990-01-05 00:00:00,10.416,-0.215,8.263,-0.009
1990-01-05 01:00:00,9.453,-0.302,7.586,-0.115
1990-01-05 02:00:00,8.387,-0.937,6.536,-0.512
1990-01-05 03:00:00,7.233,-1.714,5.744,-1.122
1990-01-05 04:00:00,6.088,-2.219,4.823,-1.522
1990-01-05 05:00:00,4.902,-2.261,3.856,-1.543
1990-01-05 06:00:00,4.052,-1.949,3.17,-1.197
1990-01-05 07:00:00,3.746,-1.429,2.96,-0.798
1990-01-05 08:00:00,3.696,-1.004,2.831,-0.476
1990-01-05 09:00:00,3.841,-0.442,2.882,-0.026
1990-01-05 10:00:00,4.023,0.1,3.489,0.336
1990-01-05 11:00:00,3.858,0.291,3.239,0.465
1990-01-05 12:00:00,3.912,0.653,3.184,0.767
1990-01-05 13:00:00,3.981,1.038,3.353,1.082
1990-01-05 14:00:00,4.085,1.221,3.586,1.206
1990-01-05 15:00:00,4.226,1.264,3.748,1.235
1990-01-05 16:00:00,4.009,1.318,3.562,1.284
1990-01-05 17:00:00,3.513,1.745,3.112,1.674
1990-01-05 18:00:00,2.78,2.591,2.456,2.442
1990-01-05 19:00:00,2.652,4.09,2.014,3.551
1990-01-05 20:00:00,2.918,5.398,2.112,4.543
1990-01-05 21:00:00,2.976,6.285,2.059,5.094
1990-01-05 22:00:00,2.649,6.384,1.875,5.265
1990-01-05 23:00:00,2.48,7.276,1.667,5.886
1990-01-06 00:00:00,2.511,8.295,1.46,6.438
1990-01-06 01:00:00,2.755,9.125,1.69,7.208
1990-01-06 02:00:00,2.465,9.356,1.667,7.637
1990-01-06 03:00:00,2.182,9.673,1.511,7.984
1990-01-06 04:00:00,1.962,10.112,1.364,8.319
1990-01-06 05:00:00,1.646,10.706,1.175,9.012
1990-01-06 06:00:00,1.014,11.324,0.633,9.58
1990-01-06 07:00:00,0.427,11.788,0.14,9.906
1990-01-06 08:00:00,0.09,12.214,-0.155,10.193
1990-01-06 09:00:00,-0.339,12.558,-0.501,10.429
1990-01-06 10:00:00,-0.614,12.393,-0.694,10.438
1990-01-06 11:00:00,-0.704,12.42,-0.764,10.507
1990-01-06 12:00:00,-0.93,12.425,-0.94,10.555
1990-01-06 13:00:00,-0.67,12.568,-0.709,10.68
1990-01-06 14:00:00,-0.247,12.942,-0.363,11.007
1990-01-06 15:00:00,-0.007,13.466,-0.15,11.441
1990-01-06 16:00:00,0.779,13.672,0.521,11.573
1990-01-06 17:00:00,1.331,13.807,0.945,11.632
1990-01-06 18:00:00,0.923,13.92,0.587,11.641
1990-01-06 19:00:00,1.326,14.151,0.891,11.768
1990-01-06 20:00:00,2.16,14.48,1.556,11.992
1990-01-06 21:00:00,3.971,15.063,3.037,12.228
1990-01-06 22:00:00,4.085,13.238,3.223,11.012
1990-01-06 23:00:00,4.806,13.316,3.805,11.0
1990-01-07 00:00:00,5.412,12.986,4.257,10.616
1990-01-07 01:00:00,6.302,12.304,5.108,10.348
1990-01-07 02:00:00,7.396,11.27,6.121,9.594
1990-01-07 03:00:00,7.961,9.76,6.665,8.32
1990-01-07 04:00:00,7.598,7.476,6.053,6.296
1990-01-07 05:00:00,6.852,5.545,5.313,4.735
1990-01-07 06:00:00,6.534,3.676,4.934,3.261
1990-01-07 07:00:00,5.983,2.065,4.487,2.028
1990-01-07 08:00:00,5.108,1.411,3.817,1.548
1990-01-07 09:00:00,4.434,1.613,3.259,1.69
1990-01-07 10:00:00,3.629,0.624,2.933,0.91
1990-01-07 11:00:00,3.528,1.036,2.9,1.12
1990-01-07 12:00:00,3.635,1.766,2.923,1.664
1990-01-07 13:00:00,3.604,2.774,2.852,2.459
1990-01-07 14:00:00,3.892,3.486,3.103,2.993
1990-01-07 15:00:00,4.496,3.739,3.7,3.186
1990-01-07 16:00:00,5.26,3.808,4.291,3.24
1990-01-07 17:00:00,5.353,3.97,4.25,3.39
1990-01-07 18:00:00,5.47,4.472,4.326,3.861
1990-01-07 19:00:00,5.863,5.418,4.646,4.673
1990-01-07 20:00:00,6.143,6.516,4.87,5.577
1990-01-07 21:00:00,6.954,7.431,5.507,6.232
1990-01-07 22:00:00,7.547,7.426,6.026,6.266
1990-01-07 23:00:00,8.271,7.874,6.561,6.615
1990-01-08 00:00:00,8.333,8.095,6.629,6.775
1990-01-08 01:00:00,8.571,8.312,6.61,6.848
1990-01-08 02:00:00,9.282,8.47,6.899,6.841
1990-01-08 03:00:00,9.754,8.329,6.909,6.596
1990-01-08 04:00:00,10.517,8.059,7.603,6.464
1990-01-08 05:00:00,11.295,6.848,8.27,5.51
1990-01-08 06:00:00,11.381,4.527,8.8,3.838
1990-01-08 07:00:00,9.393,1.647,7.299,1.717
1990-01-08 08:00:00,7.827,-1.036,6.192,-0.306
1990-01-08 09:00:00,7.123,-4.085,5.731,-2.74
1990-01-08 10:00:00,5.703,-5.693,4.687,-4.123
1990-01-08 11:00:00,5.416,-5.591,4.565,-4.31
1990-01-08 12:00:00,5.023,-5.379,4.289,-4.269
1990-01-08 13:00:00,4.794,-5.145,4.086,-4.078
1990-01-08 14:00:00,3.996,-4.404,3.431,-3.504
1990-01-08 15:00:00,3.942,-3.946,3.423,-3.209
1990-01-08 16:00:00,3.816,-3.501,3.341,-2.908
1990-01-08 17:00:00,3.8,-2.592,3.332,-2.154
1990-01-08 18:00:00,3.31,-0.723,2.927,-0.541
1990-01-08 19:00:00,2.893,1.378,2.524,1.356
1990-01-08 20:00:00,3.013,3.267,2.627,3.009
1990-01-08 21:00:00,3.86,4.976,3.351,4.451
1990-01-08 22:00:00,5.294,6.25,4.636,5.568
1990-01-08 23:00:00,6.562,7.155,5.633,6.27
1990-01-09 00:00:00,8.02,7.172,6.797,6.187
1990-01-09 01:00:00,8.806,7.151,7.37,6.123
1990-01-09 02:00:00,8.394,8.134,7.008,6.975
1990-01-09 03:00:00,9.179,8.832,7.657,7.508
1990-01-09 04:00:00,10.31,8.452,8.493,7.128
1990-01-09 05:00:00,9.762,9.042,7.941,7.569
1990-01-09 06:00:00,10.409,9.324,8.405,7.694
1990-01-09 07:00:00,11.541,8.357,9.135,6.778
1990-01-09 08:00:00,12.963,7.098,10.309,5.74
1990-01-09 09:00:00,12.032,6.514,8.926,5.245
1990-01-09 10:00:00,12.387,5.103,9.388,4.392
1990-01-09 11:00:00,12.861,3.634,9.755,3.281
1990-01-09 12:00:00,12.907,1.768,9.766,1.857
1990-01-09 13:00:00,12.767,-0.637,9.745,-0.049
1990-01-09 14:00:00,11.562,-2.432,9.105,-1.572
1990-01-09 15:00:00,10.425,-2.96,8.2,-1.995
1990-01-09 16:00:00,9.717,-2.636,7.666,-1.756
1990-01-09 17:00:00,9.418,-2.155,7.179,-1.307
1990-01-09 18:00:00,9.095,-2.011,6.93,-1.172
1990-01-09 19:00:00,8.704,-2.173,6.996,-1.482
1990-01-09 20:00:00,8.097,-2.15,6.684,-1.557
1990-01-09 21:00:00,7.321,-1.588,6.101,-1.12
1990-01-09 22:00:00,6.464,-0.31,5.072,0.073
1990-01-09 23:00:00,5.915,1.403,4.613,1.509
1990-01-10 00:00:00,5.926,3.298,4.628,2.956
1990-01-10 01:00:00,6.1,4.8,4.79,4.123
1990-01-10 02:00:00,6.221,6.252,4.848,5.301
1990-01-10 03:00:00,7.031,7.072,5.368,5.805
1990-01-10 04:00:00,7.258,7.694,5.389,6.19
1990-01-10 05:00:00,6.791,9.568,4.795,7.431
1990-01-10 06:00:00,7.427,11.44,5.379,8.998
1990-01-10 07:00:00,8.665,11.915,6.227,9.261
1990-01-10 08:00:00,8.86,12.169,6.278,9.33
1990-01-10 09:00:00,9.23,13.181,6.53,10.079
1990-01-10 10:00:00,10.987,12.069,7.908,9.28
1990-01-10 11:00:00,12.658,10.779,9.328,8.423
1990-01-10 12:00:00,13.474,11.077,9.94,8.641
1990-01-10 13:00:00,14.559,11.189,10.741,8.666
1990-01-10 14:00:00,15.731,10.378,11.605,8.03
1990-01-10 15:00:00,15.93,9.881,11.756,7.71
1990-01-10 16:00:00,15.659,9.546,11.553,7.492
1990-01-10 17:00:00,15.438,9.018,11.407,7.112
1990-01-10 18:00:00,15.044,8.363,11.118,6.647
1990-01-10 19:00:00,14.326,8.368,10.58,6.671
1990-01-10 20:00:00,13.893,8.282,10.272,6.606
1990-01-10 21:00:00,13.728,8.092,10.144,6.475
1990-01-10 22:00:00,14.342,7.695,10.632,6.147
1990-01-10 23:00:00,14.031,7.419,10.417,5.961
1990-01-11 00:00:00,13.628,7.965,10.104,6.382
1990-01-11 01:00:00,13.675,8.118,10.157,6.546
1990-01-11 02:00:00,13.742,7.847,10.188,6.353
1990-01-11 03:00:00,13.888,7.38,10.321,6.006
1990-01-11 04:00:00,13.575,7.276,10.092,5.93
1990-01-11 05:00:00,12.871,8.102,9.525,6.531
1990-01-11 06:00:00,13.195,8.598,9.748,6.858
1990-01-11 07:00:00,14.003,8.556,10.329,6.813
1990-01-11 08:00:00,14.58,8.11,10.724,6.503
1990-01-11 09:00:00,14.748,7.308,10.794,5.907
1990-01-11 10:00:00,14.558,6.35,10.703,5.193
1990-01-11 11:00:00,14.395,5.891,10.556,4.846
1990-01-11 12:00:00,14.297,5.67,10.476,4.689
1990-01-11 13:00:00,14.151,5.322,10.339,4.417
1990-01-11 14:00:00,13.999,5.512,10.208,4.542
1990-01-11 15:00:00,13.895,5.608,10.124,4.602
1990-01-11 16:00:00,13.898,5.357,10.15,4.39
1990-01-11 17:00:00,13.653,5.112,9.98,4.212
1990-01-11 18:00:00,13.018,5.448,9.509,4.482
1990-01-11 19:00:00,12.635,6.052,9.267,4.961
1990-01-11 20:00:00,12.283,6.794,9.01,5.5
1990-01-11 21:00:00,11.784,7.328,8.606,5.859
1990-01-11 22:00:00,11.763,7.023,8.49,5.612
1990-01-11 23:00:00,11.88,7.412,8.59,5.923
1990-01-12 00:00:00,12.394,7.445,9.0,5.885
1990-01-12 01:00:00,12.811,7.541,9.439,5.952
1990-01-12 02:00:00,12.905,7.593,9.59,6.016
1990-01-12 03:00:00,12.357,7.838,9.245,6.267
1990-01-12 04:00:00,11.679,8.762,8.795,7.013
1990-01-12 05:00:00,10.85,9.774,8.228,7.819
1990-01-12 06:00:00,10.276,10.682,7.912,8.602
1990-01-12 07:00:00,10.317,10.927,8.172,8.994
1990-01-12 08:00:00,10.616,10.656,8.517,8.836
1990-01-12 09:00:00,10.694,10.492,8.525,8.665
1990-01-12 10:00:00,8.932,10.811,6.709,8.619
1990-01-12 11:00:00,8.934,11.559,6.734,9.275
1990-01-12 12:00:00,9.238,11.549,6.82,9.102
1990-01-12 13:00:00,10.694,11.469,8.397,9.216
1990-01-12 14:00:00,10.901,10.153,8.404,8.127
1990-01-12 15:00:00,10.308,9.6,8.099,7.846
1990-01-12 16:00:00,9.625,9.634,7.605,7.93
1990-01-12 17:00:00,9.297,9.995,7.362,8.196
1990-01-12 18:00:00,9.053,10.416,7.138,8.507
1990-01-12 19:00:00,10.133,10.616,7.854,8.491
1990-01-12 20:00:00,10.163,10.177,7.84,8.217
1990-01-12 21:00:00,9.693,9.849,7.418,7.991
1990-01-12 22:00:00,10.382,9.313,8.046,7.479
1990-01-12 23:00:00,10.871,8.582,8.451,6.982
1990-01-13 00:00:00,10.973,6.817,8.577,5.564
1990-01-13 01:00:00,10.312,4.168,8.144,3.55
1990-01-13 02:00:00,9.427,1.279,7.498,1.289
1990-01-13 03:00:00,8.689,-0.914,7.107,-0.536
1990-01-13 04:00:00,8.192,-1.012,6.844,-0.672
1990-01-13 05:00:00,8.392,-0.492,7.175,-0.312
1990-01-13 06:00:00,9.188,-0.948,7.955,-0.762
1990-01-13 07:00:00,9.178,-1.77,7.962,-1.491
1990-01-13 08:00:00,8.756,-1.691,7.64,-1.425
1990-01-13 09:00:00,8.592,-1.341,7.519,-1.112
1990-01-13 10:00:00,8.174,-1.851,7.215,-1.557
1990-01-13 11:00:00,8.051,-1.812,7.137,-1.545
1990-01-13 12:00:00,7.677,-1.731,6.795,-1.464
1990-01-13 13:00:00,7.35,-1.634,6.529,-1.391
1990-01-13 14:00:00,6.862,-1.55,6.121,-1.324
1990-01-13 15:00:00,6.306,-0.979,5.678,-0.833
1990-01-13 16:00:00,6.105,-0.239,5.519,-0.179
1990-01-13 17:00:00,6.254,0.274,5.662,0.277
1990-01-13 18:00:00,6.316,0.708,5.717,0.664
1990-01-13 19:00:00,6.1,1.186,5.534,1.099
1990-01-13 20:00:00,5.898,1.875,5.377,1.723
1990-01-13 21:00:00,5.983,2.613,5.466,2.388
1990-01-13 22:00:00,5.987,3.04,5.442,2.782
1990-01-13 23:00:00,5.95,3.663,5.412,3.352
1990-01-14 00:00:00,6.201,3.785,5.636,3.47
1990-01-14 01:00:00,6.381,3.696,5.779,3.4
1990-01-14 02:00:00,6.479,3.423,5.851,3.143
1990-01-14 03:00:00,6.225,3.576,5.611,3.29
1990-01-14 04:00:00,5.514,4.263,4.961,3.928
1990-01-14 05:00:00,5.031,5.15,4.499,4.729
1990-01-14 06:00:00,4.825,6.077,4.267,5.524
1990-01-14 07:00:00,5.009,7.187,4.379,6.41
1990-01-14 08:00:00,5.633,7.844,4.862,6.899
1990-01-14 09:00:00,6.706,8.024,5.729,6.989
1990-01-14 10:00:00,7.059,8.306,6.088,7.275
1990-01-14 11:00:00,7.218,8.237,6.139,7.135
1990-01-14 12:00:00,8.281,7.95,7.017,6.859
1990-01-14 13:00:00,8.704,7.764,7.334,6.662
1990-01-14 14:00:00,8.983,7.902,7.547,6.775
1990-01-14 15:00:00,9.012,8.401,7.532,7.162
1990-01-14 16:00:00,9.06,8.569,7.5,7.263
1990-01-14 17:00:00,7.581,9.765,6.168,8.25
1990-01-14 18:00:00,6.129,11.406,4.926,9.581
1990-01-14 19:00:00,7.258,12.443,5.795,10.33
1990-01-14 20:00:00,7.706,12.404,5.876,10.043
1990-01-14 21:00:00,7.936,12.623,5.805,10.116
1990-01-14 22:00:00,8.412,13.201,5.96,10.27
1990-01-14 23:00:00,8.511,13.592,6.403,10.829
1990-01-15 00:00:00,8.584,14.442,6.376,11.344
1990-01-15 01:00:00,9.916,14.435,7.518,11.377
1990-01-15 02:00:00,10.079,13.821,7.578,10.895
1990-01-15 03:00:00,10.53,15.132,7.506,11.482
1990-01-15 04:00:00,10.706,16.138,7.869,12.526
1990-01-15 05:00:00,12.666,15.517,9.295,11.839
1990-01-15 06:00:00,15.032,13.639,11.118,10.573
1990-01-15 07:00:00,16.091,11.872,11.916,9.229
1990-01-15 08:00:00,16.596,9.392,12.255,7.47
1990-01-15 09:00:00,16.401,8.36,12.053,6.748
1990-01-15 10:00:00,16.615,6.705,12.278,5.547
1990-01-15 11:00:00,16.672,4.951,12.29,4.213
1990-01-15 12:00:00,16.595,3.02,12.227,2.792
1990-01-15 13:00:00,15.586,2.254,11.424,2.236
1990-01-15 14:00:00,15.55,2.163,11.406,2.142
1990-01-15 15:00:00,15.738,1.638,11.603,1.732
1990-01-15 16:00:00,14.926,2.239,10.904,2.187
1990-01-15 17:00:00,14.109,4.382,10.154,3.817
1990-01-15 18:00:00,14.749,7.077,10.697,5.791
1990-01-15 19:00:00,15.275,9.427,11.108,7.506
1990-01-15 20:00:00,16.775,9.473,12.187,7.487
1990-01-15 21:00:00,18.366,7.294,13.279,5.879
1990-01-15 22:00:00,19.512,5.088,14.022,4.219
1990-01-15 23:00:00,20.593,3.137,14.884,2.741
1990-01-16 00:00:00,20.995,1.463,15.194,1.474
1990-01-16 01:00:00,20.815,1.1,15.031,1.192
1990-01-16 02:00:00,20.88,0.688,15.178,0.876
1990-01-16 03:00:00,20.624,-0.378,15.124,0.09
1990-01-16 04:00:00,20.066,-1.716,14.834,-0.863
1990-01-16 05:00:00,18.663,-1.954,13.858,-1.019
1990-01-16 06:00:00,17.485,-2.274,13.053,-1.317
1990-01-16 07:00:00,16.296,-3.49,12.253,-2.276
1990-01-16 08:00:00,14.388,-3.506,10.831,-2.289
1990-01-16 09:00:00,12.511,-2.472,9.398,-1.471
1990-01-16 10:00:00,10.908,-1.32,8.153,-0.59
1990-01-16 11:00:00,9.639,0.693,6.996,1.02
1990-01-16 12:00:00,8.763,2.804,6.11,2.573
1990-01-16 13:00:00,8.79,4.984,5.992,4.139
1990-01-16 14:00:00,8.707,7.326,5.889,5.873
1990-01-16 15:00:00,9.193,9.404,6.335,7.442
1990-01-16 16:00:00,12.418,9.886,8.917,7.817
1990-01-16 17:00:00,14.463,9.725,10.482,7.523
1990-01-16 18:00:00,14.581,9.83,10.582,7.606
1990-01-16 19:00:00,14.748,9.87,10.736,7.693
1990-01-16 20:00:00,15.101,10.354,11.006,8.043
1990-01-16 21:00:00,15.526,10.898,11.356,8.479
1990-01-16 22:00:00,16.209,11.424,11.759,8.783
1990-01-16 23:00:00,16.61,11.155,12.066,8.568
1990-01-17 00:00:00,16.579,10.909,12.1,8.443
1990-01-17 01:00:00,16.218,10.987,11.827,8.557
1990-01-17 02:00:00,16.494,10.555,12.033,8.28
1990-01-17 03:00:00,16.845,9.623,12.371,7.595
1990-01-17 04:00:00,17.417,8.125,12.924,6.472
1990-01-17 05:00:00,17.898,6.459,13.48,5.194
1990-01-17 06:00:00,18.345,4.986,13.953,4.083
1990-01-17 07:00:00,18.554,5.542,14.167,4.532
1990-01-17 08:00:00,19.078,6.819,14.597,5.55
1990-01-17 09:00:00,19.948,6.662,15.225,5.401
1990-01-17 10:00:00,21.229,5.112,16.164,4.19
1990-01-17 11:00:00,21.7,3.816,16.387,3.136
1990-01-17 12:00:00,21.709,3.787,16.589,3.099
1990-01-17 13:00:00,22.101,3.783,17.029,3.066
1990-01-17 14:00:00,22.334,4.526,17.209,3.667
1990-01-17 15:00:00,23.067,3.803,17.784,3.12
1990-01-17 16:00:00,24.135,1.143,18.646,1.005
1990-01-17 17:00:00,22.101,-1.027,16.943,-0.582
1990-01-17 18:00:00,20.286,-3.537,15.723,-2.515
1990-01-17 19:00:00,19.673,-4.569,15.396,-3.315
1990-01-17 20:00:00,20.247,-4.462,16.052,-3.352
1990-01-17 21:00:00,20.091,-3.851,16.084,-2.925
1990-01-17 22:00:00,20.109,-2.523,16.114,-1.832
1990-01-17 23:00:00,20.009,-2.587,16.03,-1.911
1990-01-18 00:00:00,19.65,-2.166,15.799,-1.606
1990-01-18 01:00:00,18.969,-1.862,15.339,-1.375
1990-01-18 02:00:00,18.054,-1.439,14.727,-1.038
1990-01-18 03:00:00,17.859,-0.788,14.685,-0.517
1990-01-18 04:00:00,17.999,-0.928,14.787,-0.629
1990-01-18 05:00:00,17.475,-1.132,14.367,-0.795
1990-01-18 06:00:00,17.383,-1.281,14.287,-0.918
1990-01-18 07:00:00,17.466,-1.604,14.358,-1.19
1990-01-18 08:00:00,17.605,-2.737,14.461,-2.124
1990-01-18 09:00:00,17.414,-4.328,14.308,-3.483
1990-01-18 10:00:00,17.644,-5.789,14.512,-4.676
1990-01-18 11:00:00,16.481,-6.044,13.499,-4.85
1990-01-18 12:00:00,16.186,-6.389,13.269,-5.154
1990-01-18 13:00:00,16.145,-6.317,13.266,-5.103
1990-01-18 14:00:00,17.009,-6.326,13.897,-5.089
1990-01-18 15:00:00,16.904,-6.223,13.826,-4.998
1990-01-18 16:00:00,15.821,-5.897,12.97,-4.738
1990-01-18 17:00:00,14.943,-5.562,12.421,-4.526
1990-01-18 18:00:00,14.786,-5.337,12.343,-4.34
1990-01-18 19:00:00,14.034,-4.305,11.8,-3.502
1990-01-18 20:00:00,13.91,-3.518,11.696,-2.859
1990-01-18 21:00:00,13.817,-2.72,11.603,-2.198
1990-01-18 22:00:00,13.236,-1.696,11.019,-1.273
1990-01-18 23:00:00,12.849,-1.625,10.721,-1.268
1990-01-19 00:00:00,11.829,-1.096,9.924,-0.844
1990-01-19 01:00:00,10.957,0.645,9.249,0.635
1990-01-19 02:00:00,10.259,3.28,8.603,2.885
1990-01-19 03:00:00,9.705,5.898,8.02,5.094
1990-01-19 04:00:00,10.802,7.484,8.928,6.373
1990-01-19 05:00:00,11.642,8.14,9.481,6.771
1990-01-19 06:00:00,11.216,9.465,8.924,7.707
1990-01-19 07:00:00,10.412,10.995,8.149,8.896
1990-01-19 08:00:00,10.258,12.044,7.651,9.52
1990-01-19 09:00:00,11.748,13.301,8.658,10.334
1990-01-19 10:00:00,13.362,14.369,9.827,11.217
1990-01-19 11:00:00,14.141,14.692,10.495,11.424
1990-01-19 12:00:00,15.065,14.34,11.088,11.053
1990-01-19 13:00:00,15.46,14.157,11.418,10.919
1990-01-19 14:00:00,15.93,13.078,11.79,10.159
1990-01-19 15:00:00,16.439,10.72,12.208,8.416
1990-01-19 16:00:00,16.703,8.244,12.614,6.584
1990-01-19 17:00:00,16.783,5.787,12.874,4.715
1990-01-19 18:00:00,16.035,2.999,12.464,2.592
1990-01-19 19:00:00,16.06,0.845,12.683,0.875
1990-01-19 20:00:00,15.55,-0.086,12.376,0.109
1990-01-19 21:00:00,15.318,-0.039,12.355,0.115
1990-01-19 22:00:00,14.479,0.623,11.748,0.639
1990-01-19 23:00:00,15.133,1.068,12.409,1.03
1990-01-20 00:00:00,15.69,1.419,12.895,1.286
1990-01-20 01:00:00,16.415,1.243,13.351,1.127
1990-01-20 02:00:00,16.369,0.818,13.189,0.791
1990-01-20 03:00:00,16.379,0.666,13.154,0.683
1990-01-20 04:00:00,16.217,0.193,13.044,0.305
1990-01-20 05:00:00,16.071,-0.145,13.001,0.004
1990-01-20 06:00:00,15.822,-0.134,12.825,0.026
1990-01-20 07:00:00,15.542,0.097,12.629,0.235
1990-01-20 08:00:00,15.531,0.001,12.655,0.146
1990-01-20 09:00:00,15.641,-0.123,12.743,0.055
1990-01-20 10:00:00,14.812,0.334,12.151,0.399
1990-01-20 11:00:00,15.184,0.905,12.455,0.843
1990-01-20 12:00:00,15.441,1.304,12.523,1.192
