Time [UTC],u100,v100,u10,v10
1994-01-01 00:00:00,10.203,-4.516,8.822,-3.798
1994-01-01 01:00:00,10.123,-4.963,8.729,-4.173
1994-01-01 02:00:00,9.781,-5.767,8.474,-4.914
1994-01-01 03:00:00,8.728,-7.098,7.606,-6.133
1994-01-01 04:00:00,7.114,-7.684,6.262,-6.718
1994-01-01 05:00:00,5.921,-7.205,5.29,-6.368
1994-01-01 06:00:00,5.527,-6.501,4.99,-5.775
1994-01-01 07:00:00,5.503,-6.042,4.982,-5.376
1994-01-01 08:00:00,5.453,-5.51,4.942,-4.915
1994-01-01 09:00:00,5.613,-4.596,5.108,-4.114
1994-01-01 10:00:00,5.528,-3.236,5.076,-2.918
1994-01-01 11:00:00,6.176,-1.92,5.641,-1.724
1994-01-01 12:00:00,6.976,-1.277,6.279,-1.126
1994-01-01 13:00:00,7.775,-1.074,6.943,-0.915
1994-01-01 14:00:00,8.212,-1.044,7.271,-0.877
1994-01-01 15:00:00,7.967,-1.115,7.048,-0.948
1994-01-01 16:00:00,7.087,-0.985,6.32,-0.847
1994-01-01 17:00:00,6.461,-0.049,5.815,0.002
1994-01-01 18:00:00,6.508,1.302,5.87,1.215
1994-01-01 19:00:00,6.257,2.155,5.633,1.985
1994-01-01 20:00:00,5.752,2.748,5.194,2.531
1994-01-01 21:00:00,5.627,3.514,5.076,3.215
1994-01-01 22:00:00,5.437,4.585,4.88,4.149
1994-01-01 23:00:00,5.812,4.848,5.169,4.367
1994-01-02 00:00:00,5.049,4.702,4.492,4.246
1994-01-02 01:00:00,2.973,5.773,2.616,5.22
1994-01-02 02:00:00,1.518,8.118,1.271,7.251
1994-01-02 03:00:00,0.249,10.203,0.1,8.906
1994-01-02 04:00:00,-1.671,11.353,-1.575,9.693
1994-01-02 05:00:00,-5.178,10.756,-4.576,9.114
1994-01-02 06:00:00,-6.893,11.012,-5.99,9.247
1994-01-02 07:00:00,-8.732,10.681,-7.401,8.809
1994-01-02 08:00:00,-9.928,10.479,-8.277,8.512
1994-01-02 09:00:00,-11.374,10.335,-9.544,8.497
1994-01-02 10:00:00,-13.16,9.766,-10.862,7.97
1994-01-02 11:00:00,-13.226,9.472,-10.853,7.684
1994-01-02 12:00:00,-12.788,9.124,-10.546,7.459
1994-01-02 13:00:00,-12.183,8.556,-10.234,7.128
1994-01-02 14:00:00,-11.241,7.923,-9.582,6.711
1994-01-02 15:00:00,-10.317,7.002,-8.954,6.045
1994-01-02 16:00:00,-9.392,5.993,-8.28,5.258
1994-01-02 17:00:00,-8.395,5.106,-7.516,4.55
1994-01-02 18:00:00,-7.38,4.587,-6.697,4.141
1994-01-02 19:00:00,-6.636,4.349,-6.084,3.961
1994-01-02 20:00:00,-5.795,4.48,-5.346,4.111
1994-01-02 21:00:00,-4.781,4.761,-4.46,4.403
1994-01-02 22:00:00,-3.603,3.713,-3.424,3.472
1994-01-02 23:00:00,-2.931,3.542,-2.831,3.309
1994-01-03 00:00:00,-2.563,3.135,-2.543,2.928
1994-01-03 01:00:00,-2.45,2.833,-2.462,2.653
1994-01-03 02:00:00,-2.127,2.875,-2.193,2.702
1994-01-03 03:00:00,-1.829,2.688,-1.991,2.533
1994-01-03 04:00:00,-1.335,2.688,-1.615,2.583
1994-01-03 05:00:00,-0.819,2.92,-1.179,2.824
1994-01-03 06:00:00,-0.722,3.063,-1.105,2.949
1994-01-03 07:00:00,-0.793,3.554,-1.206,3.36
1994-01-03 08:00:00,0.437,4.173,-0.124,3.8
1994-01-03 09:00:00,1.853,4.606,0.881,3.99
1994-01-03 10:00:00,2.011,3.829,1.085,3.301
1994-01-03 11:00:00,0.684,4.627,-0.033,3.83
1994-01-03 12:00:00,-0.572,5.799,-1.047,4.574
1994-01-03 13:00:00,-1.714,7.179,-1.801,5.998
1994-01-03 14:00:00,-2.726,8.615,-2.569,6.871
1994-01-03 15:00:00,-6.046,8.736,-5.145,6.344
1994-01-03 16:00:00,-8.061,10.488,-6.068,6.856
1994-01-03 17:00:00,-9.209,11.459,-6.853,7.314
1994-01-03 18:00:00,-11.323,11.233,-8.29,6.967
1994-01-03 19:00:00,-12.698,11.599,-9.017,6.829
1994-01-03 20:00:00,-14.344,11.78,-10.668,7.719
1994-01-03 21:00:00,-15.277,11.336,-11.69,8.0
1994-01-03 22:00:00,-12.222,16.167,-8.984,11.392
1994-01-03 23:00:00,3.374,16.033,1.744,12.485
1994-01-04 00:00:00,5.514,14.569,3.833,11.555
1994-01-04 01:00:00,8.236,13.413,6.175,10.953
1994-01-04 02:00:00,12.565,13.105,9.714,10.691
1994-01-04 03:00:00,15.846,13.011,12.292,10.506
1994-01-04 04:00:00,17.029,12.12,13.062,9.57
1994-01-04 05:00:00,16.158,12.055,12.186,9.418
1994-01-04 06:00:00,14.91,12.302,11.282,9.709
1994-01-04 07:00:00,13.302,12.233,10.144,9.719
1994-01-04 08:00:00,12.109,11.677,9.349,9.35
1994-01-04 09:00:00,11.164,10.523,8.743,8.496
1994-01-04 10:00:00,9.482,8.58,7.178,6.765
1994-01-04 11:00:00,8.398,8.617,6.18,6.699
1994-01-04 12:00:00,8.265,9.676,6.034,7.43
1994-01-04 13:00:00,8.477,10.497,6.33,8.182
1994-01-04 14:00:00,7.855,10.194,5.836,7.97
1994-01-04 15:00:00,6.751,10.322,5.133,8.209
1994-01-04 16:00:00,5.994,10.413,4.457,8.231
1994-01-04 17:00:00,5.173,10.137,3.611,7.902
1994-01-04 18:00:00,4.057,10.307,3.01,8.213
1994-01-04 19:00:00,3.919,10.458,2.962,8.419
1994-01-04 20:00:00,3.492,10.002,2.31,7.367
1994-01-04 21:00:00,2.578,9.135,1.642,6.853
1994-01-04 22:00:00,4.935,6.74,3.692,5.126
1994-01-04 23:00:00,5.201,2.358,4.134,1.785
1994-01-05 00:00:00,5.28,-2.434,4.529,-2.181
1994-01-05 01:00:00,5.66,-4.674,5.058,-4.149
1994-01-05 02:00:00,6.604,-4.403,5.88,-3.922
1994-01-05 03:00:00,7.916,-2.651,6.995,-2.323
1994-01-05 04:00:00,9.015,-0.517,7.923,-0.421
1994-01-05 05:00:00,9.302,1.476,8.129,1.3
1994-01-05 06:00:00,8.017,3.185,7.016,2.772
1994-01-05 07:00:00,6.568,5.239,5.733,4.592
1994-01-05 08:00:00,5.486,7.437,4.673,6.45
1994-01-05 09:00:00,4.265,8.992,3.561,7.769
1994-01-05 10:00:00,1.722,9.816,1.359,8.466
1994-01-05 11:00:00,-2.148,10.292,-1.986,8.847
1994-01-05 12:00:00,-5.706,10.602,-5.013,8.91
1994-01-05 13:00:00,-8.905,10.991,-7.599,9.055
1994-01-05 14:00:00,-10.652,13.231,-8.666,10.382
