Time [UTC],u100,v100,u10,v10
2007-01-01 00:00:00,19.748,9.453,14.862,7.437
2007-01-01 01:00:00,19.815,10.847,14.997,8.574
2007-01-01 02:00:00,20.499,10.867,15.306,8.467
2007-01-01 03:00:00,19.763,10.742,14.675,8.379
2007-01-01 04:00:00,22.302,9.088,16.856,7.213
2007-01-01 05:00:00,22.955,6.225,17.524,4.944
2007-01-01 06:00:00,23.48,4.377,18.069,3.47
2007-01-01 07:00:00,22.441,3.928,17.361,3.219
2007-01-01 08:00:00,21.918,2.805,17.162,2.403
2007-01-01 09:00:00,21.696,1.802,17.096,1.612
2007-01-01 10:00:00,20.646,0.84,16.189,0.9
2007-01-01 11:00:00,19.711,-0.088,15.727,0.188
2007-01-01 12:00:00,20.656,-1.935,16.63,-1.355
2007-01-01 13:00:00,20.245,-4.005,16.313,-3.038
2007-01-01 14:00:00,19.79,-4.655,15.989,-3.609
2007-01-01 15:00:00,19.558,-4.783,15.833,-3.746
2007-01-01 16:00:00,18.612,-3.258,15.18,-2.525
2007-01-01 17:00:00,19.353,-1.121,15.849,-0.822
2007-01-01 18:00:00,18.412,-0.101,15.087,-0.011
2007-01-01 19:00:00,17.268,0.624,14.245,0.591
2007-01-01 20:00:00,16.792,1.886,13.965,1.647
2007-01-01 21:00:00,16.024,3.307,13.429,2.856
2007-01-01 22:00:00,16.76,0.754,13.996,0.759
2007-01-01 23:00:00,14.001,-1.28,11.928,-0.94
2007-01-02 00:00:00,12.806,-1.267,11.085,-0.958
2007-01-02 01:00:00,13.627,-2.048,11.755,-1.653
2007-01-02 02:00:00,14.565,-3.396,12.45,-2.814
2007-01-02 03:00:00,14.793,-3.717,12.612,-3.093
2007-01-02 04:00:00,14.718,-3.471,12.565,-2.865
2007-01-02 05:00:00,15.496,-4.037,13.215,-3.345
2007-01-02 06:00:00,15.122,-3.853,12.851,-3.193
2007-01-02 07:00:00,14.616,-2.8,12.43,-2.311
2007-01-02 08:00:00,14.544,-2.07,12.434,-1.705
2007-01-02 09:00:00,13.485,-1.304,11.639,-1.053
2007-01-02 10:00:00,11.192,-2.614,9.916,-2.224
2007-01-02 11:00:00,10.099,-3.956,8.955,-3.4
2007-01-02 12:00:00,9.286,-5.414,8.226,-4.682
2007-01-02 13:00:00,8.311,-6.964,7.365,-6.059
2007-01-02 14:00:00,6.842,-7.974,6.087,-6.978
2007-01-02 15:00:00,6.251,-8.515,5.543,-7.434
2007-01-02 16:00:00,6.578,-9.042,5.78,-7.831
2007-01-02 17:00:00,7.174,-8.86,6.269,-7.604
2007-01-02 18:00:00,7.937,-8.877,6.88,-7.552
2007-01-02 19:00:00,8.732,-8.927,7.532,-7.545
2007-01-02 20:00:00,9.968,-8.98,8.553,-7.567
2007-01-02 21:00:00,10.597,-9.499,9.029,-7.967
2007-01-02 22:00:00,10.836,-9.228,9.267,-7.737
