Time [UTC],u100,v100,u10,v10
1993-01-01 00:00:00,0.74,-0.172,0.532,-0.067
1993-01-01 01:00:00,0.577,-0.795,0.371,-0.689
1993-01-01 02:00:00,-0.053,-1.027,-0.228,-0.926
1993-01-01 03:00:00,-0.451,-1.059,-0.618,-0.955
1993-01-01 04:00:00,-1.26,-0.873,-1.386,-0.755
1993-01-01 05:00:00,-2.107,-0.339,-2.201,-0.215
1993-01-01 06:00:00,-3.312,0.886,-3.284,0.923
1993-01-01 07:00:00,-3.863,2.112,-3.774,2.074
1993-01-01 08:00:00,-3.897,2.768,-3.783,2.678
1993-01-01 09:00:00,-3.682,3.17,-3.571,3.065
1993-01-01 10:00:00,-4.076,3.249,-3.917,3.14
1993-01-01 11:00:00,-3.672,3.15,-3.544,3.059
1993-01-01 12:00:00,-3.068,2.901,-3.013,2.856
1993-01-01 13:00:00,-2.528,2.699,-2.524,2.663
1993-01-01 14:00:00,-2.222,2.672,-2.243,2.632
1993-01-01 15:00:00,-2.129,2.828,-2.148,2.774
1993-01-01 16:00:00,-2.225,3.267,-2.225,3.18
1993-01-01 17:00:00,-2.228,4.019,-2.195,3.868
1993-01-01 18:00:00,-1.864,4.939,-1.813,4.696
1993-01-01 19:00:00,-1.169,5.851,-1.14,5.509
1993-01-01 20:00:00,-0.55,6.716,-0.551,6.264
1993-01-01 21:00:00,0.025,7.284,-0.015,6.733
1993-01-01 22:00:00,0.043,7.15,0.0,6.595
1993-01-01 23:00:00,0.187,7.303,0.118,6.721
1993-01-02 00:00:00,-0.03,7.46,-0.086,6.849
1993-01-02 01:00:00,-0.339,7.568,-0.38,6.949
1993-01-02 02:00:00,-0.671,7.733,-0.687,7.092
1993-01-02 03:00:00,-0.923,8.316,-0.914,7.603
1993-01-02 04:00:00,-1.195,9.045,-1.158,8.204
1993-01-02 05:00:00,-0.944,9.208,-0.932,8.316
1993-01-02 06:00:00,-0.835,9.065,-0.837,8.195
1993-01-02 07:00:00,-1.156,9.353,-1.139,8.459
1993-01-02 08:00:00,-1.378,10.047,-1.328,9.026
