Time [UTC],u100,v100,u10,v10
2008-01-01 00:00:00,-2.54,-0.584,-2.466,-0.523
2008-01-01 01:00:00,-2.715,-0.502,-2.606,-0.432
2008-01-01 02:00:00,-2.947,-0.385,-2.788,-0.314
2008-01-01 03:00:00,-3.115,-0.547,-2.943,-0.487
2008-01-01 04:00:00,-3.978,-0.884,-3.767,-0.836
2008-01-01 05:00:00,-5.402,-0.987,-5.102,-0.947
2008-01-01 06:00:00,-6.935,-0.639,-6.465,-0.626
2008-01-01 07:00:00,-7.844,-0.428,-7.254,-0.411
2008-01-01 08:00:00,-7.871,-0.315,-7.311,-0.307
2008-01-01 09:00:00,-7.622,0.016,-7.104,-0.036
2008-01-01 10:00:00,-7.399,0.04,-7.0,-0.019
2008-01-01 11:00:00,-6.744,0.59,-6.419,0.502
2008-01-01 12:00:00,-6.086,0.944,-5.833,0.859
2008-01-01 13:00:00,-5.536,1.033,-5.311,0.958
2008-01-01 14:00:00,-5.202,1.046,-4.994,0.98
2008-01-01 15:00:00,-5.148,0.854,-4.921,0.812
2008-01-01 16:00:00,-5.445,0.69,-5.173,0.661
2008-01-01 17:00:00,-6.115,0.941,-5.755,0.911
2008-01-01 18:00:00,-6.658,1.649,-6.201,1.565
2008-01-01 19:00:00,-7.102,2.373,-6.561,2.229
2008-01-01 20:00:00,-7.153,3.032,-6.568,2.802
2008-01-01 21:00:00,-7.118,3.636,-6.515,3.339
2008-01-01 22:00:00,-7.869,4.169,-7.171,3.784
2008-01-01 23:00:00,-7.504,4.838,-6.799,4.394
2008-01-02 00:00:00,-7.268,5.407,-6.585,4.94
2008-01-02 01:00:00,-6.891,5.535,-6.232,5.057
2008-01-02 02:00:00,-6.807,5.223,-6.175,4.789
2008-01-02 03:00:00,-7.22,4.597,-6.565,4.233
2008-01-02 04:00:00,-7.683,3.874,-7.001,3.538
2008-01-02 05:00:00,-8.0,3.344,-7.27,3.038
2008-01-02 06:00:00,-8.248,2.748,-7.529,2.487
2008-01-02 07:00:00,-8.832,2.528,-8.031,2.264
2008-01-02 08:00:00,-9.996,2.882,-8.993,2.549
2008-01-02 09:00:00,-10.802,3.348,-9.589,2.922
2008-01-02 10:00:00,-11.611,4.02,-10.204,3.49
2008-01-02 11:00:00,-11.341,4.089,-9.903,3.519
2008-01-02 12:00:00,-11.041,3.987,-9.713,3.458
2008-01-02 13:00:00,-10.848,3.524,-9.605,3.084
2008-01-02 14:00:00,-11.348,2.836,-10.071,2.485
2008-01-02 15:00:00,-12.377,2.529,-10.933,2.206
2008-01-02 16:00:00,-12.976,2.797,-11.371,2.425
2008-01-02 17:00:00,-13.022,3.542,-11.339,3.053
2008-01-02 18:00:00,-12.965,4.307,-11.208,3.688
2008-01-02 19:00:00,-12.912,5.198,-11.14,4.437
2008-01-02 20:00:00,-12.728,6.021,-10.952,5.13
2008-01-02 21:00:00,-12.394,6.602,-10.669,5.633
2008-01-02 22:00:00,-13.051,6.654,-11.254,5.71
2008-01-02 23:00:00,-13.37,6.995,-11.507,5.968
2008-01-03 00:00:00,-13.664,6.704,-11.741,5.692
2008-01-03 01:00:00,-14.163,5.931,-12.178,5.028
2008-01-03 02:00:00,-14.843,5.331,-12.727,4.511
