Time [UTC],u100,v100,u10,v10
1997-01-07 09:00:00,0.561,1.452,0.532,1.575
1997-01-07 10:00:00,1.143,2.307,1.071,2.331
1997-01-07 11:00:00,1.547,2.76,1.474,2.771
1997-01-07 12:00:00,1.777,2.653,1.717,2.696
1997-01-07 13:00:00,1.865,2.49,1.786,2.519
1997-01-07 14:00:00,2.094,2.133,1.992,2.18
1997-01-07 15:00:00,2.271,1.799,2.155,1.858
1997-01-07 16:00:00,2.295,1.553,2.184,1.615
1997-01-07 17:00:00,2.155,1.806,2.048,1.855
1997-01-07 18:00:00,2.022,2.075,1.919,2.11
1997-01-07 19:00:00,2.104,2.528,1.991,2.543
1997-01-07 20:00:00,2.235,3.014,2.103,3.002
1997-01-07 21:00:00,2.348,3.47,2.207,3.425
1997-01-07 22:00:00,2.965,3.003,2.771,2.985
1997-01-07 23:00:00,3.274,3.051,3.055,3.044
1997-01-08 00:00:00,3.515,3.349,3.274,3.325
1997-01-08 01:00:00,3.608,3.4,3.35,3.357
1997-01-08 02:00:00,3.498,3.243,3.254,3.225
1997-01-08 03:00:00,3.451,3.256,3.214,3.222
1997-01-08 04:00:00,3.472,3.564,3.236,3.523
1997-01-08 05:00:00,3.561,3.792,3.312,3.731
1997-01-08 06:00:00,3.584,3.446,3.33,3.402
1997-01-08 07:00:00,3.46,2.85,3.233,2.85
1997-01-08 08:00:00,3.213,2.638,3.007,2.665
1997-01-08 09:00:00,2.977,2.74,2.794,2.776
1997-01-08 10:00:00,2.182,2.137,2.047,2.227
1997-01-08 11:00:00,1.554,1.812,1.453,1.942
1997-01-08 12:00:00,1.056,2.066,0.987,2.201
1997-01-08 13:00:00,0.751,2.639,0.697,2.737
1997-01-08 14:00:00,0.585,2.736,0.543,2.813
1997-01-08 15:00:00,0.23,2.315,0.186,2.37
1997-01-08 16:00:00,-0.037,2.079,-0.065,2.141
1997-01-08 17:00:00,-0.468,1.968,-0.466,2.027
1997-01-08 18:00:00,-1.2,1.522,-1.163,1.592
1997-01-08 19:00:00,-1.852,1.38,-1.789,1.437
1997-01-08 20:00:00,-2.248,1.572,-2.168,1.609
1997-01-08 21:00:00,-2.415,1.724,-2.335,1.743
1997-01-08 22:00:00,-3.264,2.183,-3.094,2.184
1997-01-08 23:00:00,-3.421,1.891,-3.239,1.894
1997-01-09 00:00:00,-3.57,1.532,-3.382,1.567
1997-01-09 01:00:00,-3.542,1.496,-3.341,1.516
1997-01-09 02:00:00,-3.532,1.308,-3.342,1.328
1997-01-09 03:00:00,-3.405,1.162,-3.228,1.192
1997-01-09 04:00:00,-3.448,0.784,-3.275,0.828
1997-01-09 05:00:00,-3.814,0.451,-3.621,0.516
1997-01-09 06:00:00,-4.182,0.588,-3.957,0.663
1997-01-09 07:00:00,-4.133,1.304,-3.895,1.342
1997-01-09 08:00:00,-3.872,1.693,-3.637,1.718
1997-01-09 09:00:00,-3.604,1.674,-3.395,1.704
1997-01-09 10:00:00,-3.616,2.159,-3.395,2.157
1997-01-09 11:00:00,-3.984,1.402,-3.743,1.454
1997-01-09 12:00:00,-5.078,0.539,-4.771,0.627
1997-01-09 13:00:00,-6.274,-0.252,-5.883,-0.132
1997-01-09 14:00:00,-6.984,-0.711,-6.537,-0.605
1997-01-09 15:00:00,-7.201,-0.834,-6.734,-0.73
1997-01-09 16:00:00,-7.313,-0.883,-6.837,-0.785
1997-01-09 17:00:00,-7.496,-0.663,-6.993,-0.591
1997-01-09 18:00:00,-7.521,-0.445,-7.009,-0.396
1997-01-09 19:00:00,-7.408,-0.374,-6.912,-0.341
1997-01-09 20:00:00,-7.079,-0.349,-6.626,-0.324
1997-01-09 21:00:00,-6.571,-0.363,-6.193,-0.334
1997-01-09 22:00:00,-6.155,0.435,-5.833,0.428
1997-01-09 23:00:00,-5.707,0.119,-5.448,0.133
1997-01-10 00:00:00,-5.426,-0.396,-5.204,-0.353
1997-01-10 01:00:00,-5.275,-0.831,-5.067,-0.773
1997-01-10 02:00:00,-5.203,-1.047,-4.998,-0.967
1997-01-10 03:00:00,-5.183,-0.906,-4.973,-0.848
1997-01-10 04:00:00,-5.009,-0.778,-4.813,-0.73
1997-01-10 05:00:00,-4.785,-0.478,-4.605,-0.453
1997-01-10 06:00:00,-4.517,-0.154,-4.372,-0.14
1997-01-10 07:00:00,-4.361,0.291,-4.223,0.291
1997-01-10 08:00:00,-4.346,0.609,-4.207,0.594
1997-01-10 09:00:00,-4.113,0.994,-3.984,0.956
1997-01-10 10:00:00,-4.219,2.619,-4.049,2.477
1997-01-10 11:00:00,-3.686,3.087,-3.546,2.955
1997-01-10 12:00:00,-3.429,3.215,-3.312,3.1
1997-01-10 13:00:00,-3.234,3.257,-3.128,3.143
1997-01-10 14:00:00,-2.513,2.975,-2.439,2.894
1997-01-10 15:00:00,-3.01,2.653,-2.911,2.594
1997-01-10 16:00:00,-4.015,2.676,-3.825,2.588
1997-01-10 17:00:00,-3.502,2.937,-3.309,2.825
1997-01-10 18:00:00,-3.203,2.94,-3.023,2.823
1997-01-10 19:00:00,-3.659,2.952,-3.451,2.814
1997-01-10 20:00:00,-4.016,3.142,-3.767,2.982
1997-01-10 21:00:00,-3.759,3.383,-3.512,3.218
1997-01-10 22:00:00,-2.89,3.401,-2.711,3.241
1997-01-10 23:00:00,-3.431,3.632,-3.228,3.46
1997-01-11 00:00:00,-3.422,4.1,-3.22,3.907
1997-01-11 01:00:00,-3.05,4.344,-2.862,4.143
1997-01-11 02:00:00,-1.947,4.22,-1.783,4.055
1997-01-11 03:00:00,-1.426,3.992,-1.332,3.862
1997-01-11 04:00:00,-2.037,3.932,-1.907,3.831
1997-01-11 05:00:00,-2.362,4.181,-2.213,4.058
1997-01-11 06:00:00,-2.263,4.341,-2.119,4.207
1997-01-11 07:00:00,-2.42,4.294,-2.254,4.183
1997-01-11 08:00:00,-2.95,4.579,-2.746,4.462
1997-01-11 09:00:00,-3.143,5.224,-2.905,5.058
1997-01-11 10:00:00,-1.867,5.77,-1.706,5.498
1997-01-11 11:00:00,-2.457,5.629,-2.262,5.394
1997-01-11 12:00:00,-2.422,5.722,-2.213,5.513
1997-01-11 13:00:00,-2.172,5.891,-1.983,5.647
1997-01-11 14:00:00,-3.266,6.391,-3.001,6.07
1997-01-11 15:00:00,-3.48,6.939,-3.175,6.509
1997-01-11 16:00:00,-2.968,7.072,-2.704,6.626
1997-01-11 17:00:00,-3.26,7.727,-2.968,7.195
1997-01-11 18:00:00,-3.27,8.843,-2.966,8.127
1997-01-11 19:00:00,-2.773,10.09,-2.51,9.156
1997-01-11 20:00:00,-1.745,10.57,-1.586,9.489
1997-01-11 21:00:00,-1.576,10.523,-1.475,9.441
1997-01-11 22:00:00,-1.757,11.224,-1.657,9.977
1997-01-11 23:00:00,-1.423,11.63,-1.36,10.298
1997-01-12 00:00:00,-0.647,11.917,-0.691,10.503
1997-01-12 01:00:00,-0.515,12.379,-0.563,10.871
1997-01-12 02:00:00,-0.278,12.782,-0.38,11.157
1997-01-12 03:00:00,0.733,12.83,0.493,11.143
1997-01-12 04:00:00,1.978,12.743,1.547,11.033
1997-01-12 05:00:00,2.857,12.762,2.279,10.992
1997-01-12 06:00:00,3.65,12.8,2.95,11.003
1997-01-12 07:00:00,4.209,12.811,3.361,10.896
1997-01-12 08:00:00,5.171,12.756,4.113,10.725
1997-01-12 09:00:00,6.052,12.545,4.65,10.338
1997-01-12 10:00:00,6.619,12.094,5.079,9.98
1997-01-12 11:00:00,7.946,12.126,5.546,9.532
1997-01-12 12:00:00,9.004,12.133,5.753,9.061
1997-01-12 13:00:00,9.934,11.627,6.503,8.732
1997-01-12 14:00:00,10.303,10.603,7.323,8.34
1997-01-12 15:00:00,10.922,10.13,7.612,7.885
1997-01-12 16:00:00,11.379,9.785,7.828,7.616
1997-01-12 17:00:00,11.927,9.582,8.187,7.451
1997-01-12 18:00:00,12.704,9.104,8.868,7.116
1997-01-12 19:00:00,13.176,8.193,9.438,6.478
1997-01-12 20:00:00,12.976,7.565,9.378,6.037
1997-01-12 21:00:00,12.698,7.124,9.139,5.761
1997-01-12 22:00:00,12.795,6.501,8.884,5.233
1997-01-12 23:00:00,12.572,6.085,8.782,4.988
1997-01-13 00:00:00,12.406,6.091,8.694,5.057
1997-01-13 01:00:00,12.308,6.313,8.688,5.22
1997-01-13 02:00:00,12.288,6.518,8.808,5.37
1997-01-13 03:00:00,12.237,6.851,8.837,5.608
1997-01-13 04:00:00,12.194,7.026,8.87,5.747
1997-01-13 05:00:00,11.494,7.713,8.39,6.268
1997-01-13 06:00:00,11.311,8.463,8.248,6.809
1997-01-13 07:00:00,11.569,9.035,8.457,7.185
1997-01-13 08:00:00,12.056,9.167,8.784,7.224
1997-01-13 09:00:00,11.956,9.733,8.661,7.611
1997-01-13 10:00:00,11.263,9.933,8.161,7.766
1997-01-13 11:00:00,11.56,9.73,8.4,7.59
1997-01-13 12:00:00,11.752,9.07,8.71,7.197
1997-01-13 13:00:00,12.252,8.797,8.777,6.881
1997-01-13 14:00:00,12.938,8.255,9.217,6.46
1997-01-13 15:00:00,13.48,7.443,9.616,5.878
1997-01-13 16:00:00,13.796,6.747,9.867,5.421
1997-01-13 17:00:00,13.604,6.404,9.726,5.191
1997-01-13 18:00:00,13.566,5.851,9.662,4.752
1997-01-13 19:00:00,13.604,5.05,9.645,4.142
1997-01-13 20:00:00,13.42,4.372,9.471,3.651
1997-01-13 21:00:00,13.143,4.186,9.195,3.55
1997-01-13 22:00:00,12.921,3.893,8.896,3.278
1997-01-13 23:00:00,12.343,2.982,8.423,2.596
1997-01-14 00:00:00,11.271,2.137,7.624,2.012
1997-01-14 01:00:00,10.542,2.243,7.112,2.159
1997-01-14 02:00:00,10.155,2.451,6.886,2.347
1997-01-14 03:00:00,9.873,3.102,6.696,2.854
1997-01-14 04:00:00,9.849,4.069,6.649,3.548
1997-01-14 05:00:00,9.782,4.828,6.535,4.047
1997-01-14 06:00:00,9.576,5.285,6.312,4.322
1997-01-14 07:00:00,9.213,6.071,5.973,4.868
1997-01-14 08:00:00,8.887,7.236,5.714,5.671
1997-01-14 09:00:00,8.613,8.18,5.548,6.292
1997-01-14 10:00:00,8.153,8.271,5.198,6.311
1997-01-14 11:00:00,7.646,8.772,4.825,6.671
1997-01-14 12:00:00,7.216,9.248,4.534,6.98
1997-01-14 13:00:00,7.087,9.524,4.491,7.143
1997-01-14 14:00:00,6.717,9.904,4.239,7.365
1997-01-14 15:00:00,6.235,9.982,3.9,7.381
1997-01-14 16:00:00,5.704,10.023,3.541,7.39
1997-01-14 17:00:00,5.131,10.116,3.177,7.477
1997-01-14 18:00:00,4.666,10.281,2.907,7.628
1997-01-14 19:00:00,4.645,10.257,2.972,7.66
1997-01-14 20:00:00,5.043,10.061,3.284,7.516
1997-01-14 21:00:00,5.601,9.796,3.581,7.207
1997-01-14 22:00:00,5.056,9.524,3.166,7.074
1997-01-14 23:00:00,5.357,9.377,3.44,7.062
1997-01-15 00:00:00,5.479,9.318,3.579,7.114
1997-01-15 01:00:00,5.998,9.066,3.975,6.902
1997-01-15 02:00:00,6.816,8.271,4.454,6.177
1997-01-15 03:00:00,7.706,6.79,5.295,5.287
1997-01-15 04:00:00,7.726,5.793,5.215,4.694
1997-01-15 05:00:00,7.198,5.822,4.864,4.873
1997-01-15 06:00:00,7.025,5.661,4.757,4.726
1997-01-15 07:00:00,7.245,4.435,5.054,3.738
1997-01-15 08:00:00,7.066,2.833,5.079,2.594
1997-01-15 09:00:00,6.438,2.195,4.682,2.324
1997-01-15 10:00:00,4.779,1.902,3.526,2.472
1997-01-15 11:00:00,4.493,2.738,3.447,3.133
1997-01-15 12:00:00,4.707,3.735,3.561,3.662
1997-01-15 13:00:00,5.408,4.021,3.863,3.541
1997-01-15 14:00:00,5.709,3.637,4.062,3.069
1997-01-15 15:00:00,5.496,2.65,3.895,2.254
1997-01-15 16:00:00,4.804,1.94,3.362,1.82
1997-01-15 17:00:00,4.089,2.09,2.756,2.103
1997-01-15 18:00:00,3.669,2.65,2.425,2.628
1997-01-15 19:00:00,3.51,3.027,2.345,2.936
1997-01-15 20:00:00,3.5,3.34,2.448,3.192
1997-01-15 21:00:00,3.569,3.804,2.576,3.544
1997-01-15 22:00:00,3.053,4.286,2.632,3.975
1997-01-15 23:00:00,2.823,4.781,2.378,4.406
1997-01-16 00:00:00,2.792,5.477,2.386,5.024
1997-01-16 01:00:00,2.664,6.134,2.292,5.574
1997-01-16 02:00:00,2.802,6.403,2.362,5.73
1997-01-16 03:00:00,2.804,6.546,2.35,5.803
1997-01-16 04:00:00,2.882,6.552,2.427,5.789
1997-01-16 05:00:00,2.939,6.529,2.475,5.757
1997-01-16 06:00:00,2.864,6.441,2.414,5.696
1997-01-16 07:00:00,2.759,6.504,2.33,5.76
1997-01-16 08:00:00,2.701,6.356,2.266,5.628
1997-01-16 09:00:00,2.388,6.229,1.978,5.539
1997-01-16 10:00:00,1.663,6.016,1.324,5.382
1997-01-16 11:00:00,1.153,6.128,0.852,5.475
1997-01-16 12:00:00,0.913,6.408,0.619,5.695
1997-01-16 13:00:00,0.847,6.755,0.561,5.962
1997-01-16 14:00:00,0.997,6.728,0.668,5.908
1997-01-16 15:00:00,1.081,6.775,0.694,5.878
1997-01-16 16:00:00,1.145,6.62,0.685,5.691
1997-01-16 17:00:00,0.756,6.744,0.3,5.763
1997-01-16 18:00:00,0.326,7.133,-0.123,5.981
1997-01-16 19:00:00,0.029,7.47,-0.424,6.123
1997-01-16 20:00:00,0.068,7.656,-0.42,6.159
1997-01-16 21:00:00,0.185,7.648,-0.303,6.104
1997-01-16 22:00:00,0.046,7.762,-0.367,6.198
1997-01-16 23:00:00,-0.141,7.584,-0.497,6.108
1997-01-17 00:00:00,-0.53,7.29,-0.785,6.0
1997-01-17 01:00:00,-1.174,7.237,-1.299,6.035
1997-01-17 02:00:00,-0.935,7.844,-1.046,6.639
1997-01-17 03:00:00,0.111,8.561,-0.17,7.283
1997-01-17 04:00:00,0.717,8.428,0.3,7.168
1997-01-17 05:00:00,1.193,8.369,0.731,7.148
1997-01-17 06:00:00,1.899,8.579,1.377,7.339
1997-01-17 07:00:00,2.516,8.695,1.907,7.422
1997-01-17 08:00:00,2.969,8.534,2.266,7.252
1997-01-17 09:00:00,3.056,8.434,2.31,7.133
1997-01-17 10:00:00,2.573,8.207,1.665,6.702
1997-01-17 11:00:00,2.124,8.544,1.27,6.961
1997-01-17 12:00:00,1.899,9.037,1.094,7.263
1997-01-17 13:00:00,1.857,9.503,1.007,7.496
1997-01-17 14:00:00,1.888,9.708,0.944,7.463
1997-01-17 15:00:00,1.999,9.831,0.935,7.408
1997-01-17 16:00:00,2.404,10.17,1.162,7.504
1997-01-17 17:00:00,2.578,10.452,1.121,7.495
1997-01-17 18:00:00,2.912,10.825,1.494,8.036
1997-01-17 19:00:00,3.489,11.243,1.882,8.3
1997-01-17 20:00:00,4.652,11.315,2.834,8.419
1997-01-17 21:00:00,6.125,10.718,4.155,8.252
1997-01-17 22:00:00,5.988,10.111,3.966,7.717
1997-01-17 23:00:00,6.586,10.327,4.388,7.968
1997-01-18 00:00:00,7.577,9.893,5.168,7.715
1997-01-18 01:00:00,8.651,8.241,5.962,6.577
1997-01-18 02:00:00,9.957,5.937,6.947,4.981
1997-01-18 03:00:00,10.493,4.343,7.38,3.803
1997-01-18 04:00:00,10.701,4.02,7.637,3.536
1997-01-18 05:00:00,10.998,3.71,7.925,3.294
1997-01-18 06:00:00,10.974,3.324,7.939,3.032
1997-01-18 07:00:00,10.851,2.778,7.882,2.627
1997-01-18 08:00:00,10.504,2.23,7.664,2.231
1997-01-18 09:00:00,10.081,1.944,7.39,2.029
1997-01-18 10:00:00,8.933,1.972,6.78,2.075
1997-01-18 11:00:00,8.584,2.314,6.574,2.297
1997-01-18 12:00:00,7.766,2.707,5.906,2.608
1997-01-18 13:00:00,7.067,3.377,5.357,3.136
1997-01-18 14:00:00,6.81,4.043,5.162,3.598
1997-01-18 15:00:00,6.304,4.517,4.592,3.887
1997-01-18 16:00:00,6.349,4.794,4.437,4.059
1997-01-18 17:00:00,6.006,5.32,4.288,4.513
1997-01-18 18:00:00,6.273,5.784,4.826,4.904
1997-01-18 19:00:00,6.794,5.592,5.489,4.79
1997-01-18 20:00:00,7.016,5.603,5.653,4.793
1997-01-18 21:00:00,6.34,5.72,4.963,4.792
1997-01-18 22:00:00,6.247,6.445,4.93,5.423
1997-01-18 23:00:00,6.06,6.78,4.501,5.531
1997-01-19 00:00:00,6.12,6.486,4.766,5.414
1997-01-19 01:00:00,5.474,5.761,4.381,4.909
1997-01-19 02:00:00,5.081,5.418,4.176,4.738
1997-01-19 03:00:00,4.672,5.071,4.02,4.584
1997-01-19 04:00:00,4.057,5.107,3.586,4.674
1997-01-19 05:00:00,2.709,4.768,2.42,4.411
1997-01-19 06:00:00,0.94,4.67,0.819,4.384
1997-01-19 07:00:00,0.058,5.518,0.008,5.161
1997-01-19 08:00:00,-0.019,6.099,-0.04,5.638
1997-01-19 09:00:00,-0.309,5.768,-0.298,5.314
1997-01-19 10:00:00,-1.167,4.474,-1.08,4.196
1997-01-19 11:00:00,-1.451,3.341,-1.373,3.196
1997-01-19 12:00:00,-1.683,2.177,-1.597,2.158
1997-01-19 13:00:00,-2.096,1.342,-2.01,1.394
1997-01-19 14:00:00,-2.376,0.654,-2.283,0.725
1997-01-19 15:00:00,-2.827,-0.26,-2.713,-0.153
1997-01-19 16:00:00,-3.233,-0.969,-3.09,-0.858
1997-01-19 17:00:00,-3.366,-1.422,-3.209,-1.284
1997-01-19 18:00:00,-3.227,-1.768,-3.064,-1.591
1997-01-19 19:00:00,-2.742,-1.946,-2.608,-1.754
1997-01-19 20:00:00,-2.023,-1.765,-1.932,-1.578
1997-01-19 21:00:00,-1.272,-2.045,-1.233,-1.848
1997-01-19 22:00:00,0.115,-2.748,0.062,-2.505
1997-01-19 23:00:00,1.427,-3.483,1.271,-3.115
1997-01-20 00:00:00,2.395,-4.051,2.103,-3.495
1997-01-20 01:00:00,2.987,-4.742,2.514,-3.638
