Time [UTC],u100,v100,u10,v10
2019-01-01 00:00:00,16.666,1.569,12.656,1.686
2019-01-01 01:00:00,16.707,0.168,12.652,0.643
2019-01-01 02:00:00,16.44,-1.589,12.561,-0.691
2019-01-01 03:00:00,15.53,-4.887,11.928,-3.19
2019-01-01 04:00:00,13.245,-9.08,10.38,-6.549
2019-01-01 05:00:00,12.003,-11.305,9.557,-8.63
2019-01-01 06:00:00,12.677,-11.383,10.145,-8.855
2019-01-01 07:00:00,13.743,-10.618,11.148,-8.268
2019-01-01 08:00:00,13.951,-10.752,11.394,-8.468
2019-01-01 09:00:00,14.138,-10.902,11.584,-8.656
2019-01-01 10:00:00,13.751,-12.165,11.239,-9.647
2019-01-01 11:00:00,13.779,-13.129,11.278,-10.467
2019-01-01 12:00:00,12.794,-15.149,10.422,-12.104
2019-01-01 13:00:00,12.275,-16.073,10.027,-12.93
2019-01-01 14:00:00,11.844,-16.458,9.724,-13.288
2019-01-01 15:00:00,12.028,-16.114,9.943,-13.058
2019-01-01 16:00:00,11.895,-17.217,9.858,-14.01
2019-01-01 17:00:00,10.926,-18.57,9.058,-15.128
2019-01-01 18:00:00,10.42,-18.81,8.652,-15.35
2019-01-01 19:00:00,10.606,-18.949,8.82,-15.444
2019-01-01 20:00:00,10.505,-19.199,8.731,-15.608
2019-01-01 21:00:00,10.322,-18.9,8.586,-15.345
2019-01-01 22:00:00,9.333,-20.038,7.779,-16.288
2019-01-01 23:00:00,9.099,-20.645,7.555,-16.634
2019-01-02 00:00:00,7.421,-21.145,6.181,-17.0
2019-01-02 01:00:00,7.263,-19.086,6.104,-15.558
2019-01-02 02:00:00,7.015,-19.434,5.905,-15.904
2019-01-02 03:00:00,5.929,-20.065,4.994,-16.49
2019-01-02 04:00:00,4.621,-19.429,3.938,-16.02
2019-01-02 05:00:00,2.558,-19.762,2.25,-16.393
2019-01-02 06:00:00,-0.085,-19.219,0.018,-15.973
2019-01-02 07:00:00,-1.671,-16.748,-1.302,-14.107
2019-01-02 08:00:00,-1.732,-14.567,-1.401,-12.514
2019-01-02 09:00:00,-1.473,-13.007,-1.206,-11.349
2019-01-02 10:00:00,-0.58,-12.401,-0.462,-10.903
2019-01-02 11:00:00,-0.415,-11.866,-0.312,-10.457
