,x,y
0,296047.2594344065,6014116.123804322
1,295077.23835945595,6014914.174030077
2,294277.93876195536,6013945.285319673
3,294107.2206635454,6015712.227984027
4,293027.6802345146,6013824.565387117
5,293023.0583859406,6015080.527447687
6,293137.20615387557,6016510.285453452
7,291777.4217070738,6013703.845454561
8,292053.0438762709,6015878.584917112
9,292167.1949196428,6017308.346536765
10,256662.7363972062,6010313.312737283
11,291308.55365438736,6014868.654552351
12,290527.16317963303,6013583.125522004
13,265995.4109082783,6038843.366783541
14,291083.0326420383,6016676.646000425
15,291197.18757435883,6018106.411910871
16,257052.9694096385,6011506.257902372
17,257912.99492464698,6010434.032669839
18,290058.2951269466,6014747.934619795
19,265605.177895846,6037650.421618452
20,289276.90465219226,6013462.405589448
21,266965.3238685169,6038045.1972715845
22,290024.3378547834,6016002.455523418
23,257443.20242207078,6012699.20306746
24,290113.02529675415,6017474.7113745315
25,290227.1834876781,6018904.480880292
26,258303.22793707927,6011626.977834928
27,259163.25345208775,6010554.752602396
28,265214.94488341373,6036457.476453364
29,288808.0365995058,6014627.214687238
30,288026.6461247515,6013341.685656892
31,266575.09085608466,6036852.252106496
32,267935.2405650783,6037247.031882025
33,289054.3305094991,6016800.520897524
34,257833.43543450307,6013892.1482325485
35,289143.0212100735,6018272.780343953
36,258693.46094951156,6012819.923000016
37,289257.1827693529,6019702.553566121
38,264824.71187098144,6035264.5312882755
39,288318.9565928552,6015783.829420001
40,259553.48646452004,6011747.697767484
41,260413.51197952853,6010675.472534952
42,287557.77807206503,6014506.494754682
43,266184.8578436524,6035659.306941408
44,286776.3875973107,6013220.965724336
45,267545.0075526461,6036054.086716937
46,268905.1608468363,6036448.870448121
47,258223.66844693536,6015085.093397637
48,288084.3264228184,6017598.5898669455
49,259083.69396194385,6014012.868165105
50,264434.47885854915,6034071.586123187
51,288173.0204917482,6019070.853029781
52,288287.18530456006,6020500.629841669
53,259943.71947695233,6012940.642932572
54,261663.7705069693,6010796.192467508
55,260803.74499196082,6011868.41770004
56,287068.69806541444,6015663.109487445
57,265794.62483122014,6034466.361776319
58,258613.90145936768,6016278.038562725
59,286307.51954462426,6014385.774822126
60,285526.12906986993,6013100.24579178
61,267154.77454021387,6034861.1415518485
62,269875.08521742147,6035650.713525542
63,268514.9278344041,6035255.9252830325
64,264044.24584611686,6032878.640958099
65,287029.83332034637,6016917.389302384
66,259473.92697437614,6015205.813330193
67,287114.3257044931,6018396.662552774
68,287317.19190363743,6021298.710601008
69,260333.95248938462,6014133.588097661
70,259004.13447179997,6017470.983727814
71,287203.02302695555,6019868.92930533
72,265404.39181878784,6033273.416611231
73,262914.0290344101,6010916.912400064
74,261193.9780043931,6013061.362865129
75,262054.00351940162,6011989.137632596
76,263654.01283368457,6031685.69579301
77,285818.43953797367,6015542.389554889
78,266764.5415277816,6033668.19638676
79,284275.87054242915,6012979.525859224
80,285057.2610171835,6014265.05488957
81,270845.01341999735,6034852.5608309135
82,259864.1599868085,6016398.758495281
83,268124.6948219719,6034062.980117944
84,269484.8522049893,6034457.768360454
85,259394.3674842323,6018663.928892902
86,286059.8326020211,6017715.461988213
87,265014.15880635555,6032080.4714461425
88,286347.20175406046,6022096.794947653
89,260724.18550181692,6015326.533262749
90,263263.7798212523,6030492.750627922
91,286144.3282397006,6019194.738828323
92,286233.0296260328,6020667.010064668
93,264164.28756185086,6011037.63233262
94,261584.2110168254,6014254.308030217
95,285326.17457888194,6016697.497917335
96,259784.60049666459,6019856.8740579905
97,263304.2620468424,6012109.857565152
98,266374.3085153493,6032475.251221672
99,260254.39299924075,6017591.70366037
100,262444.2365318339,6013182.082797685
101,283025.6120149884,6012858.8059266675
102,271814.94533155224,6034054.412228513
103,284568.1810105329,6015421.669622333
104,262873.54680882,6029299.8054628335
105,283807.0024897427,6014144.334957014
106,267734.4618095396,6032870.034952856
107,264623.92579392326,6030887.526281054
108,270454.7804075652,6033659.615665825
109,269094.61919255706,6033264.823195365
110,260174.8335090969,6021049.819223079
111,261114.4185142493,6016519.478427838
112,285377.21502317244,6022894.883066241
113,262483.3137963877,6028106.860297745
114,260644.6260116731,6018784.648825458
115,285089.83513722866,6018513.538263761
116,265414.54608929163,6011158.352265176
117,260565.0665215292,6022242.764388167
118,285263.0394764559,6021465.0944113135
119,285174.3348387778,6019992.819587661
120,265984.075502917,6031282.306056583
121,261974.4440292577,6015447.253195305
122,262093.0807839554,6026913.915132657
123,264233.692781491,6029694.581115966
124,281775.3534875476,6012738.085994111
125,260955.2995339615,6023435.709553256
126,264554.5205742832,6012230.577497709
127,272784.88078595744,6033256.267535045
128,261702.84777152308,6025720.969967568
129,262834.4695442662,6014375.027962773
130,263694.49505927466,6013302.802730241
131,284075.91605144116,6016576.777984778
132,282556.74396230193,6014023.615024458
133,267344.2287971073,6031677.089787767
134,261013.07507387555,6020116.225454473
135,283317.9224830921,6015300.949689777
136,261504.65152668153,6017712.423592926
137,271424.71231912007,6032861.467063424
138,284407.2317136377,6023692.97495971
139,268704.38618012477,6032071.878030277
140,261671.933434259,6024466.2995741395
141,270064.54739513295,6032466.670500737
142,263711.78837359865,6028366.2116942275
143,266664.8046167324,6011279.0721977325
144,284036.13612495875,6017831.012839738
145,265593.8424904847,6030089.360891495
146,261403.3080863079,6021309.170619561
147,284293.0527455679,6022263.182529901
148,262364.6770416901,6016640.198360394
149,273754.82025258266,6032458.12726838
150,280525.0949601069,6012617.366061555
151,284119.84173630585,6019311.6190231
152,263321.55536116636,6027173.266529139
153,284204.34468920087,6020790.903934306
154,265804.779101724,6012351.297430265
155,261838.84329484648,6019171.326506019
156,261793.54109874018,6022502.11578465
157,263224.70255669847,6015567.9731278615
158,266953.995784675,6030484.144622679
159,262931.3223487341,6025980.321364051
160,283437.2523689982,6024491.071227767
161,281306.48543486116,6013902.8950919015
162,264944.75358671544,6013423.522662797
163,264084.72807170695,6014495.747895329
164,272394.6477735254,6032063.322369956
165,264933.7219590901,6028651.676193423
166,282825.6575240004,6016456.058052222
167,282067.66395565134,6015180.2297572205
168,267915.0631441731,6011399.792130289
169,268314.1531676925,6030878.932865188
170,271034.47930668783,6031668.521898336
171,274724.7636047835,6031659.991288786
172,279274.83643266617,6012496.646128999
173,262241.5496510865,6020375.576850955
174,269674.3143827007,6031273.725335648
175,262510.17499903735,6023532.705805534
176,262754.91005412233,6017833.143525482
177,262900.4080114701,6024725.650970622
178,283323.0694360331,6023061.27442337
179,264550.0299383773,6027432.617925622
180,283066.1427240358,6018629.093599076
181,282467.2764511897,6025289.171276749
182,267055.03762916476,6012472.017362821
183,266148.9356412227,6028963.968050631
184,283234.35795831296,6021588.992052894
185,283149.851586729,6020109.703369745
186,262631.78266351885,6021568.522016044
187,269165.32167161384,6011520.512062845
188,263614.9355691309,6016760.91829295
189,280056.2269074204,6013782.175159345
190,273364.5872401506,6031265.182103291
191,275694.7104050795,6030861.85911358
192,264159.79692594503,6026239.672760533
193,278024.57790522545,6012375.926196442
194,266195.0121141562,6013544.242595353
195,282332.8078494873,6017610.889864869
196,263088.2258970645,6019043.090973337
197,264474.96108413924,6015688.693060418
198,265334.9865991477,6014616.467827885
199,280817.40542821056,6015059.509824664
200,281497.30392018316,6026087.275062491
201,267923.9201552602,6029685.9877001
202,281575.3989965596,6016335.338119666
203,282353.0900913936,6023859.370691427
204,272004.4147610932,6030870.377204868
205,270415.58019905456,6011641.231995401
206,265771.9635238686,6027718.082424817
207,276664.6607721783,6030063.730873734
208,269284.0813702684,6030080.78017056
209,263348.4165638158,6022599.112036928
210,268305.29615660553,6012592.737295377
211,270644.2462942556,6030475.576733247
212,276774.31937778473,6012255.206263885
213,264128.8825886812,6024985.002367104
214,280527.3349703961,6026885.382799501
215,263738.64957624837,6023792.057202016
216,278805.9683799796,6013661.455226789
217,274334.5305923511,6030467.046123697
218,282264.37464877806,6022387.083946363
219,263488.71114606416,6020232.367829526
220,277634.61521608866,6029265.607131956
221,264005.1685815631,6017953.863458038
222,271665.8387264953,6011761.951927957
223,279557.370112249,6027683.495050939
224,282096.15257445886,6019427.177945722
225,275524.060850344,6012134.486331328
226,267341.759752672,6028573.396715942
227,282179.8648558411,6020907.791488333
228,265388.271503156,6026499.024157016
229,267445.270641597,6013664.962527909
230,272916.097253936,6011882.671860513
231,281383.11417358526,6024657.47074041
232,274273.8023229033,6012013.766398771
233,278495.69442590943,6028352.712198282
234,264865.19409657165,6016881.638225506
235,279567.1469007698,6014938.789892108
236,263878.9441584965,6021425.312994614
237,269685.9683156564,6012662.196888029
238,272974.3542277185,6030072.236938203
239,266585.2451265885,6014737.187760442
240,281082.5493220465,6017490.169932313
241,275489.46189566824,6029623.900307318
242,265725.21961158,6015809.412992974
243,280325.14046911884,6016214.61818711
244,277555.7098525389,6013540.735294232
245,264338.48442450527,6019163.810905893
246,268893.84835783613,6028887.8350054715
247,280322.11383245897,6025647.419933065
248,271614.181748661,6029677.43203978
249,281294.3953041386,6023185.18021442
250,266978.4530035314,6027370.961599014
251,265357.35716589226,6025244.353763587
252,270254.0132818233,6029282.631568159
253,270936.2268430972,6012782.916820585
254,276459.4182677293,6028825.77117672
255,264576.8911410268,6022858.46343341
256,281042.60683516174,6018744.396801192
257,264967.1241534594,6024051.408598498
258,268695.52916903776,6013785.6824604655
259,276044.70749438583,6013276.171156512
260,279352.1429475081,6026445.5330784945
261,281209.8815463062,6021705.883381802
262,278316.888373329,6014818.069959552
263,281126.16584357095,6020225.2660643095
264,273944.29757991893,6029274.100958609
265,265255.4271090039,6018074.583390594
266,272186.48537053796,6012903.636753141
267,264717.1857232751,6020491.719226008
268,274794.4489669451,6013155.451223955
269,277320.4974775502,6027912.876243046
270,273493.8098506737,6012997.366500169
271,268311.6879552477,6027775.244021313
272,266600.22593390115,6026173.720638901
273,278290.46726116876,6027114.750225837
274,267835.5036540293,6014857.907692998
275,280153.14670713217,6024404.079291866
276,279074.88194167806,6016093.898254554
277,266115.4526240124,6017002.358158062
278,279832.29079460574,6017369.449999757
279,266975.4781390208,6015930.13292553
280,265099.1799887335,6021717.555312715
281,272584.12121528626,6028879.291773114
282,269946.57596641127,6013890.356789926
283,274931.9933984632,6028499.630921664
284,276629.74963206024,6014387.399181481
285,269863.780269391,6028089.686403071
286,271223.9487362287,6028484.486874691
287,265588.74295194604,6019284.5308384495
288,279146.9218095711,6025207.570212058
289,280239.90220166673,6022503.979649859
290,266195.59873067046,6024310.759994981
291,267948.3812061075,6026572.808904385
292,265805.3657182378,6023117.8148298925
293,280072.62010427384,6019542.48491978
294,271456.8734871398,6013924.601645769
295,276099.8173130917,6027622.407806592
296,280156.1825340361,6021023.3579577785
297,275315.09561098693,6014297.136049138
298,269085.76218147005,6014978.627625554
299,277824.6234142373,6015973.178321998
300,272764.1979672761,6014018.331392797
301,278085.246123232,6025876.787359401
302,274014.4564947168,6014139.051325354
303,273554.0645674867,6028081.155793521
304,266505.68563644466,6018195.303323151
305,277115.27031280944,6026674.914270601
306,265937.4215535121,6020783.961544109
307,267196.03791660717,6025068.047590065
308,279339.3454165351,6018524.236547993
309,269281.6198668024,6026977.095418912
310,279378.4591383382,6023416.5448059365
311,268225.73666646157,6016050.852858086
312,278582.03226716496,6017248.730067201
313,267365.7111514532,6017123.078090618
314,272193.88820285397,6027686.346608026
315,266327.6545659445,6021976.906709197
316,276613.93727815174,6015642.811487778
317,270678.637805304,6014909.504671723
318,270833.7157237964,6027291.541709603
319,274902.3191370903,6027244.899607212
320,279186.2031893966,6021821.454225835
321,278398.07376102515,6024200.87183182
322,266728.7346181931,6019808.757366286
323,267033.84029544884,6023377.166226375
324,279102.636794739,6020340.576813249
325,268405.386267893,6025403.755160579
326,272034.5860838783,6015039.296285424
327,275894.590148351,6026384.445834148
328,275362.2581661231,6015551.008218809
329,269475.99519390234,6016171.572790642
330,277331.7737397242,6017128.010134645
331,273284.844611319,6015160.016217981
332,276910.0491748725,6025436.951404165
333,267755.94416388543,6018316.023255707
334,278089.0868890943,6018403.516615436
335,273715.787978055,6026836.740648739
336,268615.969678894,6017243.7980231745
337,268034.2794813857,6024134.453821459
338,270251.5553212077,6026178.950725445
339,267165.89613072306,6021043.312940591
340,278324.760126068,6022734.019381913
341,271803.6551904217,6026493.401442938
342,267556.12914315553,6022236.258105679
343,270731.76726934593,6016163.083705956
344,276121.08760363865,6016797.643300425
345,278049.122964805,6019657.742431163
346,277141.9868139057,6024202.951556302
347,274697.0919723496,6026006.937634768
348,274197.8440379414,6016020.9801376015
349,278132.6574500995,6021138.673081306
350,267958.45709075587,6019554.387847306
351,269621.22685768566,6025093.966059041
352,272555.2327279201,6016180.981110608
353,275689.36901041394,6025146.482967712
354,276838.82836165355,6018282.79668288
355,269866.22820633475,6017364.517955731
356,272900.2990205617,6025882.525118932
357,268556.56832909246,6022993.545700763
358,269006.2026913262,6018436.743188263
359,271221.4947878329,6025380.810458779
360,277088.3042309191,6022949.399695059
361,268382.1930173269,6020735.3454780355
362,274894.86625868274,6017065.9901043065
363,269476.3234058629,6023847.055909069
364,271635.38936761336,6017034.393913042
365,277079.14362016565,6020455.83869922
366,275921.3066494469,6023912.483119849
367,273859.6086505085,6025072.6566348225
368,273468.2321545424,6017041.945030228
369,276937.94643058017,6021703.298621261
370,275596.3833831298,6018107.791490258
371,269008.5667151913,6021822.700539752
372,269208.71561819664,6019675.107779862
373,270662.0446968178,6024257.478297197
374,276345.88024631224,6019437.581936483
375,272318.1386179726,6024769.934134774
376,270256.461218767,6018557.463120819
377,274684.7509118065,6024127.190349591
378,269928.3217919618,6022676.210748058
379,275867.6240664603,6022658.931258607
380,274165.2543752842,6018086.954996933
381,272548.3887942354,6017895.357832662
382,269747.1420466674,6020808.383393289
383,275928.67683683214,6020957.917452802
384,273277.4482479195,6023960.065650664
385,275103.4352677884,6019262.576743861
386,271510.45778360683,6018602.093554117
387,271758.68852695747,6023646.601973192
388,270483.23923029914,6019792.2283271225
389,274631.06832881994,6022873.638488349
390,270666.897123438,6021661.8936015945
391,273245.41101497726,6018940.367799367
392,274875.6170222197,6021641.50931369
393,274606.50647394056,6020415.4792767465
394,271686.02486799,6022393.982592418
