,ind,name,x,y,h,D
0,0,HR2-0,410099.00937250257,6161001.537691816,68.0,93
1,1,HR2-1,409442.88967347215,6160272.862711613,68.0,93
2,2,HR2-2,411340.6045321061,6165744.540177592,68.0,93
3,3,HR2-3,408908.24739083776,6160339.6177127445,68.0,93
4,4,HR2-4,408362.70383636607,6160388.075299169,68.0,93
5,5,HR2-5,410533.58841764,6160157.7033405285,68.0,93
6,6,HR2-6,409945.44300134,6162730.225414546,68.0,93
7,7,HR2-7,411745.80711511313,6162934.655591478,68.0,93
8,8,HR2-8,412033.117082355,6162075.4648167165,68.0,93
9,9,HR2-9,412838.1964080973,6163988.905506037,68.0,93
10,10,HR2-10,409195.7946752665,6162040.589909011,68.0,93
11,11,HR2-11,410262.40015710215,6161795.933836262,68.0,93
12,12,HR2-12,409729.083417726,6161918.229221219,68.0,93
13,13,HR2-13,409433.9947430299,6162889.181692804,68.0,93
14,14,HR2-14,411318.2194565804,6161533.280148593,68.0,93
15,15,HR2-15,412263.32879986416,6165169.29821117,68.0,93
16,16,HR2-16,412256.5193862242,6162738.915990809,68.0,93
17,17,HR2-17,411068.2717515061,6160091.147289082,68.0,93
18,18,HR2-18,411796.71086936095,6165456.999974484,68.0,93
19,19,HR2-19,410633.204631887,6160916.344108019,68.0,93
20,20,HR2-20,411043.9857108932,6164062.113643846,68.0,93
21,21,HR2-21,409422.6393113007,6157768.481770403,68.0,93
22,22,HR2-22,409556.3425696191,6164742.107113294,68.0,93
23,23,HR2-23,409959.890050995,6157813.069727837,68.0,93
24,24,HR2-24,409565.2147233419,6161105.268689484,68.0,93
25,25,HR2-25,411851.6221421287,6161411.179379981,68.0,93
26,26,HR2-26,411557.96475765447,6159357.628009146,68.0,93
27,27,HR2-27,410223.8918291403,6163503.7733564,68.0,93
28,28,HR2-28,409923.7525329823,6158611.67101068,68.0,93
29,29,HR2-29,408837.5923598135,6159469.079415874,68.0,93
30,30,HR2-30,411007.3585918309,6158645.182280238,68.0,93
31,31,HR2-31,408829.9123202932,6158597.120050107,68.0,93
32,32,HR2-32,409020.5348312506,6161190.811838072,68.0,93
33,33,HR2-33,409376.83437226375,6158604.361397878,68.0,93
34,34,HR2-34,410460.5135599016,6158637.736147785,68.0,93
35,35,HR2-35,411466.3236598426,6167801.490222939,68.0,93
36,36,HR2-36,410916.64577615727,6165029.554068318,68.0,93
37,37,HR2-37,411361.3034646004,6166764.629752564,68.0,93
38,38,HR2-38,411394.5228860631,6164778.600879804,68.0,93
39,39,HR2-39,412685.5679629738,6165810.18992722,68.0,93
40,40,HR2-40,408874.8426320665,6157724.178639766,68.0,93
41,41,HR2-41,411872.0815781225,6164509.228334018,68.0,93
42,42,HR2-42,413148.8720688176,6166413.232305253,68.0,93
43,43,HR2-43,411532.8095309232,6163829.54767221,68.0,93
