index,id,name,x,y,h,D
0,0,T0,328949.89240323973,6103122.566437095,150.0,240.0
1,1,T1,324629.89240323973,6109602.566437095,150.0,240.0
2,2,T2,327749.89240323973,6109842.566437095,150.0,240.0
3,3,T3,335429.89240323973,6099762.566437095,150.0,240.0
4,4,T4,327269.89240323973,6111522.566437095,150.0,240.0
5,5,T5,331349.89240323973,6101682.566437095,150.0,240.0
6,6,T6,324629.89240323973,6106002.566437095,150.0,240.0
7,7,T7,330869.89240323973,6103122.566437095,150.0,240.0
8,8,T8,325589.89240323973,6111042.566437095,150.0,240.0
9,9,T9,327029.89240323973,6113202.566437095,150.0,240.0
10,10,T10,330629.89240323973,6104562.566437095,150.0,240.0
11,11,T11,332069.89240323973,6104082.566437095,150.0,240.0
12,12,T12,330389.89240323973,6110322.566437095,150.0,240.0
13,13,T13,326069.89240323973,6103122.566437095,150.0,240.0
14,14,T14,324869.89240323973,6107922.566437095,150.0,240.0
15,15,T15,328949.89240323973,6111282.566437095,150.0,240.0
16,16,T16,329669.89240323973,6101202.566437095,150.0,240.0
17,17,T17,327509.89240323973,6102162.566437095,150.0,240.0
18,18,T18,327989.89240323973,6114642.566437095,150.0,240.0
19,19,T19,332549.89240323973,6102642.566437095,150.0,240.0
20,20,T20,327509.89240323973,6104082.566437095,150.0,240.0
21,21,T21,326309.89240323973,6106962.566437095,150.0,240.0
22,22,T22,328949.89240323973,6113202.566437095,150.0,240.0
23,23,T23,333029.89240323973,6101202.566437095,150.0,240.0
24,24,T24,333989.89240323973,6100002.566437095,150.0,240.0
25,25,T25,327749.89240323973,6107922.566437095,150.0,240.0
26,26,T26,332549.89240323973,6099522.566437095,150.0,240.0
27,27,T27,332789.89240323973,6105282.566437095,150.0,240.0
28,28,T28,326069.89240323973,6105042.566437095,150.0,240.0
29,29,T29,329189.89240323973,6108882.566437095,150.0,240.0
30,30,T30,334709.89240323973,6101202.566437095,150.0,240.0
31,31,T31,326309.89240323973,6108882.566437095,150.0,240.0
32,32,T32,336149.89240323973,6098322.566437095,150.0,240.0
33,33,T33,334469.89240323973,6098562.566437095,150.0,240.0
34,34,T34,324629.89240323973,6104082.566437095,150.0,240.0
35,35,T35,329189.89240323973,6104802.566437095,150.0,240.0
36,36,T36,331109.89240323973,6100242.566437095,150.0,240.0
37,37,T37,331109.89240323973,6108882.566437095,150.0,240.0
38,38,T38,333509.89240323973,6103842.566437095,150.0,240.0
39,39,T39,330389.89240323973,6107442.566437095,150.0,240.0
40,40,T40,333989.89240323973,6102402.566437095,150.0,240.0
41,41,T41,327749.89240323973,6105762.566437095,150.0,240.0
42,42,T42,329189.89240323973,6106482.566437095,150.0,240.0
43,43,T43,330629.89240323973,6106002.566437095,150.0,240.0
44,44,T44,332069.89240323973,6106722.566437095,150.0,240.0
